Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
26,1,AUTO,STRAIGHT(NO_CTRL),321,288,0,1,-0.1,-1,-94.2
51,1,AUTO,STRAIGHT(NO_CTRL),321,288,0,1,-0.1,-1,-94.2
76,1,AUTO,STRAIGHT(NO_CTRL),321,287,0,0,0,0,-94.4
101,1,AUTO,STRAIGHT(NO_CTRL),321,288,0,1,-0.1,-1,-98.1
127,1,AUTO,STRAIGHT(NO_CTRL),321,288,0,1,-0.1,-1,-98.1
151,1,AUTO,STRAIGHT(NO_CTRL),321,287,0,0,0,0,-94.2
175,1,AUTO,STRAIGHT(NO_CTRL),321,288,0,1,-0.1,-1,-94.1
199,1,AUTO,STRAIGHT(NO_CTRL),321,288,0,1,-0.1,-1,-94.1
222,1,AUTO,STRAIGHT(NO_CTRL),321,288,0,1,-0.1,-1,-104
246,1,AUTO,STRAIGHT(NO_CTRL),321,288,0,1,-0.1,-1,-104
269,1,AUTO,STRAIGHT(NO_CTRL),321,287,0,0,0,0,-98.4
294,1,AUTO,STRAIGHT(NO_CTRL),321,287,0,0,0,0,-98.4
318,1,AUTO,STRAIGHT(NO_CTRL),320,287,-1,0,-1,0.1,-94.2
341,1,AUTO,STRAIGHT(NO_CTRL),320,287,-1,0,-1,0.1,-94.2
368,1,AUTO,STRAIGHT(NO_CTRL),320,286,-1,-1,-0.9,1.1,-94.4
426,1,AUTO,STRAIGHT(NO_CTRL),319,286,-2,-1,-1.9,1.1,-94.2
449,1,AUTO,STRAIGHT(NO_CTRL),319,285,-2,-2,-1.8,2.1,-106.5
471,1,AUTO,STRAIGHT(NO_CTRL),319,285,-2,-2,-1.8,2.1,-106.5
493,1,AUTO,STRAIGHT(NO_CTRL),319,285,-2,-2,-1.8,2.1,-94.2
515,1,AUTO,STRAIGHT(NO_CTRL),320,285,-1,-2,-0.8,2.1,-102.5
539,1,AUTO,STRAIGHT(NO_CTRL),320,285,-1,-2,-0.8,2.1,-102.5
562,1,AUTO,STRAIGHT(NO_CTRL),320,285,-1,-2,-0.8,2.1,-96.3
585,1,AUTO,STRAIGHT(NO_CTRL),320,285,-1,-2,-0.8,2.1,-96.3
615,1,AUTO,STRAIGHT(NO_CTRL),320,285,-1,-2,-0.8,2.1,-96.3
642,1,AUTO,STRAIGHT(NO_CTRL),320,284,-1,-3,-0.8,3.1,-96.6
667,1,AUTO,STRAIGHT(NO_CTRL),320,284,-1,-3,-0.8,3.1,-96.6
