Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
15,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
30,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
47,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
64,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
80,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
96,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
114,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
129,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
147,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
163,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
180,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
196,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
214,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
229,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
247,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
263,1,AUTO,STRAIGHT(NO_CTRL),382,246,0,0,0,0,-88
283,1,AUTO,STRAIGHT(NO_CTRL),381,245,-1,-1,-1,1,-88
301,1,AUTO,STRAIGHT(NO_CTRL),381,245,-1,-1,-1,1,-88
316,1,AUTO,STRAIGHT(NO_CTRL),381,245,-1,-1,-1,1,-88
331,1,AUTO,STRAIGHT(NO_CTRL),381,244,-1,-2,-1.1,2,-88
346,1,AUTO,STRAIGHT(NO_CTRL),381,244,-1,-2,-1.1,2,-88
363,1,AUTO,STRAIGHT(NO_CTRL),381,244,-1,-2,-1.1,2,-88
381,1,AUTO,STRAIGHT(NO_CTRL),381,244,-1,-2,-1.1,2,-88
397,1,AUTO,STRAIGHT(NO_CTRL),380,244,-2,-2,-2.1,1.9,-88
412,1,AUTO,STRAIGHT(NO_CTRL),380,244,-2,-2,-2.1,1.9,-88
430,1,AUTO,STRAIGHT(NO_CTRL),380,244,-2,-2,-2.1,1.9,-88
448,1,AUTO,STRAIGHT(NO_CTRL),380,244,-2,-2,-2.1,1.9,-88
464,1,AUTO,STRAIGHT(NO_CTRL),379,243,-3,-3,-3.1,2.9,-88
479,1,AUTO,STRAIGHT(NO_CTRL),379,243,-3,-3,-3.1,2.9,-88
497,1,AUTO,STRAIGHT(NO_CTRL),379,243,-3,-3,-3.1,2.9,-88
514,1,AUTO,STRAIGHT(NO_CTRL),379,243,-3,-3,-3.1,2.9,-88
531,1,AUTO,STRAIGHT(NO_CTRL),379,243,-3,-3,-3.1,2.9,-88
546,1,AUTO,STRAIGHT(NO_CTRL),379,242,-3,-4,-3.1,3.9,-90
563,1,AUTO,STRAIGHT(NO_CTRL),379,242,-3,-4,-3.1,3.9,-90
579,1,AUTO,STRAIGHT(NO_CTRL),379,242,-3,-4,-3.1,3.9,-90
596,1,AUTO,STRAIGHT(NO_CTRL),379,242,-3,-4,-3.1,3.9,-90
614,1,AUTO,STRAIGHT(NO_CTRL),378,241,-4,-5,-4.2,4.9,-90
630,1,AUTO,STRAIGHT(NO_CTRL),378,241,-4,-5,-4.2,4.9,-90
647,1,AUTO,STRAIGHT(NO_CTRL),378,241,-4,-5,-4.2,4.9,-90
662,1,AUTO,STRAIGHT(NO_CTRL),378,241,-4,-5,-4.2,4.9,-90
681,1,AUTO,STRAIGHT(NO_CTRL),377,241,-5,-5,-5.2,4.8,-90
696,1,AUTO,STRAIGHT(NO_CTRL),377,241,-5,-5,-5.2,4.8,-90
714,1,AUTO,STRAIGHT(NO_CTRL),377,241,-5,-5,-5.2,4.8,-90
731,1,AUTO,STRAIGHT(NO_CTRL),377,240,-5,-6,-5.2,5.8,-90
752,1,AUTO,STRAIGHT(NO_CTRL),377,240,-5,-6,-5.2,5.8,-90
770,1,AUTO,STRAIGHT(NO_CTRL),377,240,-5,-6,-5.2,5.8,-90
785,1,AUTO,STRAIGHT(NO_CTRL),377,240,-5,-6,-5.2,5.8,-90
801,1,AUTO,STRAIGHT(NO_CTRL),376,239,-6,-7,-6.2,6.8,-90
815,1,AUTO,STRAIGHT(NO_CTRL),376,239,-6,-7,-6.2,6.8,-90
830,1,AUTO,STRAIGHT(NO_CTRL),376,239,-6,-7,-6.2,6.8,-90
847,1,AUTO,STRAIGHT(NO_CTRL),376,239,-6,-7,-6.2,6.8,-90
862,1,AUTO,STRAIGHT(NO_CTRL),376,238,-6,-8,-6.3,7.8,-90
880,1,AUTO,STRAIGHT(NO_CTRL),376,238,-6,-8,-6.3,7.8,-90
897,1,AUTO,STRAIGHT(NO_CTRL),376,238,-6,-8,-6.3,7.8,-90
913,1,AUTO,STRAIGHT(NO_CTRL),376,238,-6,-8,-6.3,7.8,-90
931,1,AUTO,STRAIGHT(NO_CTRL),376,238,-6,-8,-6.3,7.8,-90
947,1,AUTO,STRAIGHT(NO_CTRL),375,238,-7,-8,-7.3,7.7,-88
964,1,AUTO,STRAIGHT(NO_CTRL),375,238,-7,-8,-7.3,7.7,-88
979,1,AUTO,STRAIGHT(NO_CTRL),375,238,-7,-8,-7.3,7.7,-88
997,1,AUTO,STRAIGHT(NO_CTRL),375,238,-7,-8,-7.3,7.7,-88
1014,1,AUTO,STRAIGHT(NO_CTRL),375,237,-7,-9,-7.3,8.7,-90
1029,1,AUTO,STRAIGHT(NO_CTRL),375,237,-7,-9,-7.3,8.7,-90
1047,1,AUTO,STRAIGHT(NO_CTRL),375,237,-7,-9,-7.3,8.7,-90
1063,1,AUTO,STRAIGHT(NO_CTRL),375,237,-7,-9,-7.3,8.7,-90
1079,1,AUTO,STRAIGHT(NO_CTRL),375,237,-7,-9,-7.3,8.7,-90
1097,1,AUTO,STRAIGHT(NO_CTRL),375,237,-7,-9,-7.3,8.7,-90
1114,1,AUTO,STRAIGHT(NO_CTRL),375,237,-7,-9,-7.3,8.7,-90
1130,1,AUTO,STRAIGHT(NO_CTRL),375,236,-7,-10,-7.4,9.7,-92
1147,1,AUTO,STRAIGHT(NO_CTRL),375,236,-7,-10,-7.4,9.7,-92
1162,1,AUTO,STRAIGHT(NO_CTRL),375,236,-7,-10,-7.4,9.7,-92
1181,1,AUTO,STRAIGHT(NO_CTRL),375,236,-7,-10,-7.4,9.7,-92
1198,1,AUTO,STRAIGHT(NO_CTRL),374,236,-8,-10,-8.4,9.7,-90
1220,1,AUTO,STRAIGHT(NO_CTRL),374,236,-8,-10,-8.4,9.7,-90
1237,1,AUTO,STRAIGHT(NO_CTRL),374,236,-8,-10,-8.4,9.7,-90
1252,1,AUTO,STRAIGHT(NO_CTRL),374,236,-8,-10,-8.4,9.7,-90
1267,1,AUTO,STRAIGHT(NO_CTRL),374,236,-8,-10,-8.4,9.7,-90
1282,1,AUTO,STRAIGHT(NO_CTRL),374,236,-8,-10,-8.4,9.7,-90
1297,1,AUTO,STRAIGHT(NO_CTRL),374,236,-8,-10,-8.4,9.7,-90
1314,1,AUTO,STRAIGHT(NO_CTRL),374,236,-8,-10,-8.4,9.7,-90
1331,1,AUTO,STRAIGHT(NO_CTRL),374,236,-8,-10,-8.4,9.7,-90
1346,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1364,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1380,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1397,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1414,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-92
1430,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-92
1447,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-92
1463,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1480,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1496,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1514,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1531,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1546,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1563,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1579,1,AUTO,STRAIGHT(NO_CTRL),374,234,-8,-12,-8.4,11.7,-90
1597,1,AUTO,STRAIGHT(NO_CTRL),374,233,-8,-13,-8.5,12.7,-90
1612,1,AUTO,STRAIGHT(NO_CTRL),374,233,-8,-13,-8.5,12.7,-90
1630,1,AUTO,STRAIGHT(NO_CTRL),374,233,-8,-13,-8.5,12.7,-90
1647,1,AUTO,STRAIGHT(NO_CTRL),374,233,-8,-13,-8.5,12.7,-90
1665,1,AUTO,STRAIGHT(NO_CTRL),374,233,-8,-13,-8.5,12.7,-92
1683,1,AUTO,STRAIGHT(NO_CTRL),374,233,-8,-13,-8.5,12.7,-92
1702,1,AUTO,STRAIGHT(NO_CTRL),374,233,-8,-13,-8.5,12.7,-92
1717,1,AUTO,STRAIGHT(NO_CTRL),374,233,-8,-13,-8.5,12.7,-92
1732,1,AUTO,STRAIGHT(NO_CTRL),374,233,-8,-13,-8.5,12.7,-92
1747,1,AUTO,STRAIGHT(NO_CTRL),374,232,-8,-14,-8.5,13.7,-92.1
1764,1,AUTO,STRAIGHT(NO_CTRL),374,232,-8,-14,-8.5,13.7,-92.1
1781,1,AUTO,STRAIGHT(NO_CTRL),374,232,-8,-14,-8.5,13.7,-92.1
1796,1,AUTO,STRAIGHT(NO_CTRL),374,232,-8,-14,-8.5,13.7,-92.1
1814,1,AUTO,STRAIGHT(NO_CTRL),374,232,-8,-14,-8.5,13.7,-92.1
