Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
24,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
57,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
84,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
109,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
163,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
188,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
217,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
241,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
266,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
291,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
316,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
342,1,AUTO,STRAIGHT(NO_CTRL),381,337,0,0,0,0,-90
366,1,AUTO,STRAIGHT(NO_CTRL),382,337,1,0,1,0,-92.1
389,1,AUTO,STRAIGHT(NO_CTRL),382,337,1,0,1,0,-92.1
411,1,AUTO,STRAIGHT(NO_CTRL),382,337,1,0,1,0,-92.1
436,1,AUTO,STRAIGHT(NO_CTRL),382,337,1,0,1,0,-90
460,1,AUTO,STRAIGHT(NO_CTRL),382,337,1,0,1,0,-90
487,1,AUTO,STRAIGHT(NO_CTRL),383,336,2,-1,2,1,-92.1
510,1,AUTO,STRAIGHT(NO_CTRL),383,336,2,-1,2,1,-92.1
535,1,AUTO,STRAIGHT(NO_CTRL),383,336,2,-1,2,1,-92.1
561,1,AUTO,STRAIGHT(NO_CTRL),383,336,2,-1,2,1,-92.1
584,1,AUTO,STRAIGHT(NO_CTRL),383,336,2,-1,2,1,-92.1
611,1,AUTO,STRAIGHT(NO_CTRL),384,336,3,-1,3,1,-92.1
639,1,AUTO,STRAIGHT(NO_CTRL),384,336,3,-1,3,1,-94.2
664,1,AUTO,STRAIGHT(NO_CTRL),384,336,3,-1,3,1,-94.2
691,1,AUTO,STRAIGHT(NO_CTRL),384,336,3,-1,3,1,-94.1
716,1,AUTO,STRAIGHT(NO_CTRL),384,336,3,-1,3,1,-94.1
740,1,AUTO,STRAIGHT(NO_CTRL),384,336,3,-1,3,1,-94.1
762,1,AUTO,STRAIGHT(NO_CTRL),384,335,3,-2,3,2,-94.2
788,1,AUTO,STRAIGHT(NO_CTRL),384,335,3,-2,3,2,-94.2
824,1,AUTO,STRAIGHT(NO_CTRL),384,335,3,-2,3,2,-94.2
851,1,AUTO,STRAIGHT(NO_CTRL),384,335,3,-2,3,2,-92.1
878,1,AUTO,STRAIGHT(NO_CTRL),384,335,3,-2,3,2,-92.1
906,1,AUTO,STRAIGHT(NO_CTRL),384,335,3,-2,3,2,-92.1
931,1,AUTO,STRAIGHT(NO_CTRL),385,335,4,-2,4,2,-94.2
955,1,AUTO,STRAIGHT(NO_CTRL),385,335,4,-2,4,2,-94.2
979,1,AUTO,STRAIGHT(NO_CTRL),385,335,4,-2,4,2,-94.2
1005,1,AUTO,STRAIGHT(NO_CTRL),385,335,4,-2,4,2,-100.5
1031,1,AUTO,STRAIGHT(NO_CTRL),385,335,4,-2,4,2,-100.5
1055,1,AUTO,STRAIGHT(NO_CTRL),385,335,4,-2,4,2,-94.2
1078,1,AUTO,STRAIGHT(NO_CTRL),385,335,4,-2,4,2,-94.2
