Time(ms),Mode,TargetInput,ActualCommand,BackX,BackY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),351,234,0,0,0,0,-86.5
17,1,AUTO,STRAIGHT(NO_CTRL),351,234,0,0,0,0,-86.5
34,1,AUTO,STRAIGHT(NO_CTRL),351,234,0,0,0,0,-86.5
52,1,AUTO,STRAIGHT(NO_CTRL),351,234,0,0,0,0,-86.5
67,1,AUTO,STRAIGHT(NO_CTRL),351,234,0,0,0,0,-86.5
88,1,AUTO,STRAIGHT(NO_CTRL),351,234,0,0,0,0,-86.5
104,1,AUTO,STRAIGHT(NO_CTRL),352,234,1,0,1,0.1,-88.3
120,1,AUTO,STRAIGHT(NO_CTRL),352,234,1,0,1,0.1,-88.3
138,1,AUTO,STRAIGHT(NO_CTRL),351,234,0,0,0,0,-86.5
154,1,AUTO,STRAIGHT(NO_CTRL),351,234,0,0,0,0,-86.5
170,1,AUTO,STRAIGHT(NO_CTRL),352,234,1,0,1,0.1,-88.3
187,1,AUTO,STRAIGHT(NO_CTRL),352,234,1,0,1,0.1,-88.3
215,1,AUTO,STRAIGHT(NO_CTRL),352,234,1,0,1,0.1,-88.3
241,1,AUTO,STRAIGHT(NO_CTRL),352,234,1,0,1,0.1,-88.2
265,1,AUTO,STRAIGHT(NO_CTRL),352,234,1,0,1,0.1,-88.2
284,1,AUTO,STRAIGHT(NO_CTRL),352,235,1,1,1.1,-0.9,-88.2
300,1,AUTO,STRAIGHT(NO_CTRL),352,236,1,2,1.1,-1.9,-88.2
320,1,AUTO,STRAIGHT(NO_CTRL),352,236,1,2,1.1,-1.9,-88.2
336,1,AUTO,STRAIGHT(NO_CTRL),352,236,1,2,1.1,-1.9,-88.2
351,1,AUTO,STRAIGHT(NO_CTRL),352,236,1,2,1.1,-1.9,-88.2
367,1,AUTO,STRAIGHT(NO_CTRL),352,236,1,2,1.1,-1.9,-88.2
384,1,AUTO,STRAIGHT(NO_CTRL),352,237,1,3,1.2,-2.9,-88.2
400,1,AUTO,STRAIGHT(NO_CTRL),352,237,1,3,1.2,-2.9,-88.2
418,1,AUTO,STRAIGHT(NO_CTRL),352,238,1,4,1.2,-3.9,-86.4
436,1,AUTO,STRAIGHT(NO_CTRL),352,238,1,4,1.2,-3.9,-86.4
