Time(ms),Mode,TargetInput,ActualCommand,RawX,RawY,RelX,RelY
16,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
26,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
37,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
49,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
59,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
68,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
81,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
92,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
101,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
112,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
123,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
133,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
143,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
153,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
162,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
173,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
183,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
192,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
204,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
216,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
226,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
244,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
254,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
264,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
275,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
286,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
295,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
306,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
317,1,AUTO,STRAIGHT(NO_CTRL),310,211,0,0
328,1,AUTO,STRAIGHT(NO_CTRL),310,212,0,1
338,1,AUTO,STRAIGHT(NO_CTRL),310,212,0,1
348,1,AUTO,STRAIGHT(NO_CTRL),310,212,0,1
358,1,AUTO,STRAIGHT(NO_CTRL),310,212,0,1
368,1,AUTO,STRAIGHT(NO_CTRL),310,212,0,1
378,1,AUTO,STRAIGHT(NO_CTRL),310,212,0,1
388,1,AUTO,STRAIGHT(NO_CTRL),310,212,0,1
400,1,AUTO,STRAIGHT(NO_CTRL),308,213,-2,2
410,1,AUTO,STRAIGHT(NO_CTRL),308,213,-2,2
420,1,AUTO,STRAIGHT(NO_CTRL),308,213,-2,2
430,1,AUTO,STRAIGHT(NO_CTRL),308,213,-2,2
441,1,AUTO,STRAIGHT(NO_CTRL),308,213,-2,2
450,1,AUTO,STRAIGHT(NO_CTRL),308,213,-2,2
461,1,AUTO,STRAIGHT(NO_CTRL),307,214,-3,3
472,1,AUTO,STRAIGHT(NO_CTRL),307,214,-3,3
482,1,AUTO,STRAIGHT(NO_CTRL),307,214,-3,3
493,1,AUTO,STRAIGHT(NO_CTRL),307,214,-3,3
503,1,AUTO,STRAIGHT(NO_CTRL),307,214,-3,3
513,1,AUTO,STRAIGHT(NO_CTRL),307,214,-3,3
526,1,AUTO,STRAIGHT(NO_CTRL),307,214,-3,3
538,1,AUTO,STRAIGHT(NO_CTRL),306,215,-4,4
554,1,AUTO,STRAIGHT(NO_CTRL),306,215,-4,4
567,1,AUTO,STRAIGHT(NO_CTRL),306,215,-4,4
577,1,AUTO,STRAIGHT(NO_CTRL),306,215,-4,4
586,1,AUTO,STRAIGHT(NO_CTRL),306,215,-4,4
597,1,AUTO,STRAIGHT(NO_CTRL),306,215,-4,4
608,1,AUTO,STRAIGHT(NO_CTRL),304,216,-6,5
617,1,AUTO,STRAIGHT(NO_CTRL),304,216,-6,5
629,1,AUTO,STRAIGHT(NO_CTRL),304,216,-6,5
640,1,AUTO,STRAIGHT(NO_CTRL),304,216,-6,5
649,1,AUTO,STRAIGHT(NO_CTRL),304,216,-6,5
661,1,AUTO,STRAIGHT(NO_CTRL),304,216,-6,5
672,1,AUTO,STRAIGHT(NO_CTRL),302,217,-8,6
681,1,AUTO,STRAIGHT(NO_CTRL),302,217,-8,6
693,1,AUTO,STRAIGHT(NO_CTRL),302,217,-8,6
703,1,AUTO,STRAIGHT(NO_CTRL),302,217,-8,6
715,1,AUTO,STRAIGHT(NO_CTRL),302,217,-8,6
726,1,AUTO,STRAIGHT(NO_CTRL),302,217,-8,6
736,1,AUTO,STRAIGHT(NO_CTRL),301,218,-9,7
745,1,AUTO,STRAIGHT(NO_CTRL),301,218,-9,7
756,1,AUTO,STRAIGHT(NO_CTRL),301,218,-9,7
766,1,AUTO,STRAIGHT(NO_CTRL),301,218,-9,7
777,1,AUTO,STRAIGHT(NO_CTRL),301,218,-9,7
787,1,AUTO,STRAIGHT(NO_CTRL),301,218,-9,7
798,1,AUTO,STRAIGHT(NO_CTRL),299,219,-11,8
807,1,AUTO,STRAIGHT(NO_CTRL),299,219,-11,8
818,1,AUTO,STRAIGHT(NO_CTRL),299,219,-11,8
828,1,AUTO,STRAIGHT(NO_CTRL),299,219,-11,8
840,1,AUTO,STRAIGHT(NO_CTRL),299,219,-11,8
852,1,AUTO,STRAIGHT(NO_CTRL),299,219,-11,8
868,1,AUTO,STRAIGHT(NO_CTRL),298,220,-12,9
878,1,AUTO,STRAIGHT(NO_CTRL),298,220,-12,9
889,1,AUTO,STRAIGHT(NO_CTRL),298,220,-12,9
899,1,AUTO,STRAIGHT(NO_CTRL),298,220,-12,9
908,1,AUTO,STRAIGHT(NO_CTRL),298,220,-12,9
919,1,AUTO,STRAIGHT(NO_CTRL),298,220,-12,9
929,1,AUTO,STRAIGHT(NO_CTRL),298,220,-12,9
940,1,AUTO,STRAIGHT(NO_CTRL),297,220,-13,9
951,1,AUTO,STRAIGHT(NO_CTRL),297,220,-13,9
961,1,AUTO,STRAIGHT(NO_CTRL),297,220,-13,9
970,1,AUTO,STRAIGHT(NO_CTRL),297,220,-13,9
984,1,AUTO,STRAIGHT(NO_CTRL),297,220,-13,9
994,1,AUTO,STRAIGHT(NO_CTRL),297,220,-13,9
1005,1,AUTO,STRAIGHT(NO_CTRL),296,221,-14,10
1016,1,AUTO,STRAIGHT(NO_CTRL),296,221,-14,10
1026,1,AUTO,STRAIGHT(NO_CTRL),296,221,-14,10
1036,1,AUTO,STRAIGHT(NO_CTRL),296,221,-14,10
1047,1,AUTO,STRAIGHT(NO_CTRL),296,221,-14,10
1057,1,AUTO,STRAIGHT(NO_CTRL),296,221,-14,10
1068,1,AUTO,STRAIGHT(NO_CTRL),295,222,-15,11
1079,1,AUTO,STRAIGHT(NO_CTRL),295,222,-15,11
1089,1,AUTO,STRAIGHT(NO_CTRL),295,222,-15,11
1099,1,AUTO,STRAIGHT(NO_CTRL),295,222,-15,11
1110,1,AUTO,STRAIGHT(NO_CTRL),295,222,-15,11
1121,1,AUTO,STRAIGHT(NO_CTRL),295,222,-15,11
1132,1,AUTO,STRAIGHT(NO_CTRL),294,223,-16,12
1142,1,AUTO,STRAIGHT(NO_CTRL),294,223,-16,12
1153,1,AUTO,STRAIGHT(NO_CTRL),294,223,-16,12
1164,1,AUTO,STRAIGHT(NO_CTRL),294,223,-16,12
1181,1,AUTO,STRAIGHT(NO_CTRL),294,223,-16,12
1191,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1200,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1211,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1221,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1231,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1245,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1255,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1265,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1276,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1287,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1297,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1308,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1318,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1328,1,AUTO,STRAIGHT(NO_CTRL),293,224,-17,13
1339,1,AUTO,STRAIGHT(NO_CTRL),292,225,-18,14
1349,1,AUTO,STRAIGHT(NO_CTRL),292,225,-18,14
1360,1,AUTO,STRAIGHT(NO_CTRL),292,225,-18,14
1370,1,AUTO,STRAIGHT(NO_CTRL),292,225,-18,14
1381,1,AUTO,STRAIGHT(NO_CTRL),292,225,-18,14
1392,1,AUTO,STRAIGHT(NO_CTRL),292,225,-18,14
1403,1,AUTO,STRAIGHT(NO_CTRL),292,226,-18,15
1413,1,AUTO,STRAIGHT(NO_CTRL),292,226,-18,15
1423,1,AUTO,STRAIGHT(NO_CTRL),292,226,-18,15
1434,1,AUTO,STRAIGHT(NO_CTRL),292,226,-18,15
1444,1,AUTO,STRAIGHT(NO_CTRL),292,226,-18,15
1455,1,AUTO,STRAIGHT(NO_CTRL),292,226,-18,15
1468,1,AUTO,STRAIGHT(NO_CTRL),291,227,-19,16
1486,1,AUTO,STRAIGHT(NO_CTRL),291,227,-19,16
1496,1,AUTO,STRAIGHT(NO_CTRL),291,227,-19,16
1509,1,AUTO,STRAIGHT(NO_CTRL),291,227,-19,16
1519,1,AUTO,STRAIGHT(NO_CTRL),291,227,-19,16
1529,1,AUTO,STRAIGHT(NO_CTRL),290,227,-20,16
1542,1,AUTO,STRAIGHT(NO_CTRL),290,227,-20,16
1553,1,AUTO,STRAIGHT(NO_CTRL),290,227,-20,16
1562,1,AUTO,STRAIGHT(NO_CTRL),290,227,-20,16
1574,1,AUTO,STRAIGHT(NO_CTRL),290,227,-20,16
1584,1,AUTO,STRAIGHT(NO_CTRL),290,227,-20,16
1594,1,AUTO,STRAIGHT(NO_CTRL),290,229,-20,18
1605,1,AUTO,STRAIGHT(NO_CTRL),290,229,-20,18
1615,1,AUTO,STRAIGHT(NO_CTRL),290,229,-20,18
1624,1,AUTO,STRAIGHT(NO_CTRL),290,229,-20,18
1635,1,AUTO,STRAIGHT(NO_CTRL),290,229,-20,18
1645,1,AUTO,STRAIGHT(NO_CTRL),290,229,-20,18
1656,1,AUTO,STRAIGHT(NO_CTRL),289,230,-21,19
1667,1,AUTO,STRAIGHT(NO_CTRL),289,230,-21,19
1678,1,AUTO,STRAIGHT(NO_CTRL),289,230,-21,19
1688,1,AUTO,STRAIGHT(NO_CTRL),289,230,-21,19
1699,1,AUTO,STRAIGHT(NO_CTRL),289,230,-21,19
1709,1,AUTO,STRAIGHT(NO_CTRL),289,230,-21,19
1720,1,AUTO,STRAIGHT(NO_CTRL),289,230,-21,19
1732,1,AUTO,STRAIGHT(NO_CTRL),289,230,-21,19
1742,1,AUTO,STRAIGHT(NO_CTRL),288,230,-22,19
1751,1,AUTO,STRAIGHT(NO_CTRL),288,230,-22,19
1762,1,AUTO,STRAIGHT(NO_CTRL),288,230,-22,19
1775,1,AUTO,STRAIGHT(NO_CTRL),288,230,-22,19
1783,1,AUTO,STRAIGHT(NO_CTRL),288,230,-22,19
1804,1,AUTO,STRAIGHT(NO_CTRL),287,231,-23,20
1813,1,AUTO,STRAIGHT(NO_CTRL),287,231,-23,20
1823,1,AUTO,STRAIGHT(NO_CTRL),287,231,-23,20
1833,1,AUTO,STRAIGHT(NO_CTRL),287,231,-23,20
1843,1,AUTO,STRAIGHT(NO_CTRL),287,231,-23,20
1852,1,AUTO,STRAIGHT(NO_CTRL),287,231,-23,20
1863,1,AUTO,STRAIGHT(NO_CTRL),286,232,-24,21
1873,1,AUTO,STRAIGHT(NO_CTRL),286,232,-24,21
1882,1,AUTO,STRAIGHT(NO_CTRL),286,232,-24,21
1893,1,AUTO,STRAIGHT(NO_CTRL),286,232,-24,21
1903,1,AUTO,STRAIGHT(NO_CTRL),286,232,-24,21
1913,1,AUTO,STRAIGHT(NO_CTRL),286,232,-24,21
1924,1,AUTO,STRAIGHT(NO_CTRL),286,232,-24,21
1934,1,AUTO,STRAIGHT(NO_CTRL),285,233,-25,22
1944,1,AUTO,STRAIGHT(NO_CTRL),285,233,-25,22
1955,1,AUTO,STRAIGHT(NO_CTRL),285,233,-25,22
1964,1,AUTO,STRAIGHT(NO_CTRL),285,233,-25,22
1974,1,AUTO,STRAIGHT(NO_CTRL),285,233,-25,22
1985,1,AUTO,STRAIGHT(NO_CTRL),285,233,-25,22
1995,1,AUTO,STRAIGHT(NO_CTRL),284,234,-26,23
2005,1,AUTO,STRAIGHT(NO_CTRL),284,234,-26,23
2016,1,AUTO,STRAIGHT(NO_CTRL),284,234,-26,23
2026,1,AUTO,STRAIGHT(NO_CTRL),284,234,-26,23
2036,1,AUTO,STRAIGHT(NO_CTRL),284,234,-26,23
2046,1,AUTO,STRAIGHT(NO_CTRL),284,234,-26,23
2057,1,AUTO,STRAIGHT(NO_CTRL),283,235,-27,24
2066,1,AUTO,STRAIGHT(NO_CTRL),283,235,-27,24
2078,1,AUTO,STRAIGHT(NO_CTRL),283,235,-27,24
2088,1,AUTO,STRAIGHT(NO_CTRL),283,235,-27,24
2097,1,AUTO,STRAIGHT(NO_CTRL),283,235,-27,24
2115,1,AUTO,STRAIGHT(NO_CTRL),283,235,-27,24
2124,1,AUTO,STRAIGHT(NO_CTRL),283,235,-27,24
2134,1,AUTO,STRAIGHT(NO_CTRL),282,236,-28,25
2147,1,AUTO,STRAIGHT(NO_CTRL),282,236,-28,25
2158,1,AUTO,STRAIGHT(NO_CTRL),282,236,-28,25
2167,1,AUTO,STRAIGHT(NO_CTRL),282,236,-28,25
2177,1,AUTO,STRAIGHT(NO_CTRL),282,236,-28,25
2190,1,AUTO,STRAIGHT(NO_CTRL),282,236,-28,25
2200,1,AUTO,STRAIGHT(NO_CTRL),281,237,-29,26
2212,1,AUTO,STRAIGHT(NO_CTRL),281,237,-29,26
2223,1,AUTO,STRAIGHT(NO_CTRL),281,237,-29,26
2233,1,AUTO,STRAIGHT(NO_CTRL),281,237,-29,26
2243,1,AUTO,STRAIGHT(NO_CTRL),281,237,-29,26
2253,1,AUTO,STRAIGHT(NO_CTRL),281,237,-29,26
2263,1,AUTO,STRAIGHT(NO_CTRL),280,237,-30,26
2273,1,AUTO,STRAIGHT(NO_CTRL),280,237,-30,26
2282,1,AUTO,STRAIGHT(NO_CTRL),280,237,-30,26
2292,1,AUTO,STRAIGHT(NO_CTRL),280,237,-30,26
2303,1,AUTO,STRAIGHT(NO_CTRL),280,237,-30,26
2313,1,AUTO,STRAIGHT(NO_CTRL),280,237,-30,26
2322,1,AUTO,STRAIGHT(NO_CTRL),280,237,-30,26
2333,1,AUTO,STRAIGHT(NO_CTRL),279,238,-31,27
2344,1,AUTO,STRAIGHT(NO_CTRL),279,238,-31,27
2354,1,AUTO,STRAIGHT(NO_CTRL),279,238,-31,27
2365,1,AUTO,STRAIGHT(NO_CTRL),279,238,-31,27
2376,1,AUTO,STRAIGHT(NO_CTRL),279,238,-31,27
2386,1,AUTO,STRAIGHT(NO_CTRL),279,238,-31,27
2398,1,AUTO,STRAIGHT(NO_CTRL),278,239,-32,28
2409,1,AUTO,STRAIGHT(NO_CTRL),278,239,-32,28
2419,1,AUTO,STRAIGHT(NO_CTRL),278,239,-32,28
2439,1,AUTO,STRAIGHT(NO_CTRL),278,239,-32,28
2448,1,AUTO,STRAIGHT(NO_CTRL),278,239,-32,28
2459,1,AUTO,STRAIGHT(NO_CTRL),277,240,-33,29
2469,1,AUTO,STRAIGHT(NO_CTRL),277,240,-33,29
2480,1,AUTO,STRAIGHT(NO_CTRL),277,240,-33,29
2489,1,AUTO,STRAIGHT(NO_CTRL),277,240,-33,29
2500,1,AUTO,STRAIGHT(NO_CTRL),277,240,-33,29
2511,1,AUTO,STRAIGHT(NO_CTRL),277,240,-33,29
2522,1,AUTO,STRAIGHT(NO_CTRL),277,240,-33,29
2534,1,AUTO,STRAIGHT(NO_CTRL),276,242,-34,31
2545,1,AUTO,STRAIGHT(NO_CTRL),276,242,-34,31
2555,1,AUTO,STRAIGHT(NO_CTRL),276,242,-34,31
2568,1,AUTO,STRAIGHT(NO_CTRL),276,242,-34,31
2578,1,AUTO,STRAIGHT(NO_CTRL),276,242,-34,31
2588,1,AUTO,STRAIGHT(NO_CTRL),276,242,-34,31
2601,1,AUTO,STRAIGHT(NO_CTRL),275,243,-35,32
2611,1,AUTO,STRAIGHT(NO_CTRL),275,243,-35,32
2622,1,AUTO,STRAIGHT(NO_CTRL),275,243,-35,32
2633,1,AUTO,STRAIGHT(NO_CTRL),275,243,-35,32
2643,1,AUTO,STRAIGHT(NO_CTRL),275,243,-35,32
2653,1,AUTO,STRAIGHT(NO_CTRL),275,243,-35,32
2665,1,AUTO,STRAIGHT(NO_CTRL),274,244,-36,33
2675,1,AUTO,STRAIGHT(NO_CTRL),274,244,-36,33
2684,1,AUTO,STRAIGHT(NO_CTRL),274,244,-36,33
2696,1,AUTO,STRAIGHT(NO_CTRL),274,244,-36,33
2707,1,AUTO,STRAIGHT(NO_CTRL),274,244,-36,33
2718,1,AUTO,STRAIGHT(NO_CTRL),274,244,-36,33
2733,1,AUTO,STRAIGHT(NO_CTRL),273,245,-37,34
2743,1,AUTO,STRAIGHT(NO_CTRL),273,245,-37,34
2760,1,AUTO,STRAIGHT(NO_CTRL),273,245,-37,34
2770,1,AUTO,STRAIGHT(NO_CTRL),273,245,-37,34
2780,1,AUTO,STRAIGHT(NO_CTRL),273,245,-37,34
2791,1,AUTO,STRAIGHT(NO_CTRL),272,246,-38,35
2802,1,AUTO,STRAIGHT(NO_CTRL),272,246,-38,35
2812,1,AUTO,STRAIGHT(NO_CTRL),272,246,-38,35
2821,1,AUTO,STRAIGHT(NO_CTRL),272,246,-38,35
2832,1,AUTO,STRAIGHT(NO_CTRL),272,246,-38,35
2843,1,AUTO,STRAIGHT(NO_CTRL),272,246,-38,35
2853,1,AUTO,STRAIGHT(NO_CTRL),271,247,-39,36
2864,1,AUTO,STRAIGHT(NO_CTRL),271,247,-39,36
2873,1,AUTO,STRAIGHT(NO_CTRL),271,247,-39,36
2883,1,AUTO,STRAIGHT(NO_CTRL),271,247,-39,36
2895,1,AUTO,STRAIGHT(NO_CTRL),271,247,-39,36
2906,1,AUTO,STRAIGHT(NO_CTRL),271,247,-39,36
2915,1,AUTO,STRAIGHT(NO_CTRL),271,247,-39,36
2929,1,AUTO,STRAIGHT(NO_CTRL),271,247,-39,36
2940,1,AUTO,STRAIGHT(NO_CTRL),269,248,-41,37
2949,1,AUTO,STRAIGHT(NO_CTRL),269,248,-41,37
2960,1,AUTO,STRAIGHT(NO_CTRL),269,248,-41,37
2970,1,AUTO,STRAIGHT(NO_CTRL),269,248,-41,37
2979,1,AUTO,STRAIGHT(NO_CTRL),269,248,-41,37
2991,1,AUTO,STRAIGHT(NO_CTRL),269,248,-41,37
3001,1,AUTO,STRAIGHT(NO_CTRL),267,250,-43,39
3010,1,AUTO,STRAIGHT(NO_CTRL),267,250,-43,39
3021,1,AUTO,STOP,267,250,-43,39
3031,1,AUTO,STOP,267,250,-43,39
3042,1,AUTO,STOP,267,250,-43,39
3062,1,AUTO,STOP,264,251,-46,40
3073,1,AUTO,STOP,264,251,-46,40
3084,1,AUTO,STOP,264,251,-46,40
3095,1,AUTO,STOP,264,251,-46,40
3106,1,AUTO,STOP,264,251,-46,40
3116,1,AUTO,STOP,264,251,-46,40
3128,1,AUTO,STOP,263,252,-47,41
3139,1,AUTO,STOP,263,252,-47,41
3148,1,AUTO,STOP,263,252,-47,41
3159,1,AUTO,STOP,263,252,-47,41
3169,1,AUTO,STOP,263,252,-47,41
3180,1,AUTO,STOP,263,252,-47,41
3201,1,AUTO,STOP,261,253,-49,42
3221,1,AUTO,STOP,261,253,-49,42
3238,1,AUTO,STOP,261,253,-49,42
3253,1,AUTO,STOP,261,253,-49,42
3269,1,AUTO,STOP,260,253,-50,42
3283,1,AUTO,STOP,260,253,-50,42
3297,1,AUTO,STOP,260,253,-50,42
3311,1,AUTO,STOP,260,253,-50,42
3325,1,AUTO,STOP,260,253,-50,42
3338,1,AUTO,STOP,259,254,-51,43
3351,1,AUTO,STOP,259,254,-51,43
3362,1,AUTO,STOP,259,254,-51,43
3375,1,AUTO,STOP,259,254,-51,43
3388,1,AUTO,STOP,259,254,-51,43
3398,1,AUTO,STOP,258,255,-52,44
3411,1,AUTO,STOP,258,255,-52,44
3422,1,AUTO,STOP,258,255,-52,44
3439,1,AUTO,STOP,258,255,-52,44
3451,1,AUTO,STOP,258,255,-52,44
3463,1,AUTO,STOP,258,256,-52,45
3473,1,AUTO,STOP,258,256,-52,45
3486,1,AUTO,STOP,258,256,-52,45
3497,1,AUTO,STOP,258,256,-52,45
3507,1,AUTO,STOP,258,256,-52,45
3519,1,AUTO,STOP,258,256,-52,45
3531,1,AUTO,STOP,257,256,-53,45
3541,1,AUTO,STOP,257,256,-53,45
3551,1,AUTO,STOP,257,256,-53,45
3562,1,AUTO,STOP,257,256,-53,45
3571,1,AUTO,STOP,257,256,-53,45
