Time(ms),Mode,TargetInput,ActualCommand,BackX,BackY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-82.9
23,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-82.9
57,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-82.9
75,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-82.9
91,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-82.9
109,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-82.9
126,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-82.9
143,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-82.9
161,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-83.1
178,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-83.1
195,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-83.1
212,1,AUTO,STRAIGHT(NO_CTRL),405,211,0,0,0,0,-83.1
233,1,AUTO,STRAIGHT(NO_CTRL),406,210,1,-1,0.9,1.1,-84.8
249,1,AUTO,STRAIGHT(NO_CTRL),406,210,1,-1,0.9,1.1,-84.8
266,1,AUTO,STRAIGHT(NO_CTRL),406,210,1,-1,0.9,1.1,-84.8
283,1,AUTO,STRAIGHT(NO_CTRL),405,209,0,-2,-0.2,2,-83.1
300,1,AUTO,STRAIGHT(NO_CTRL),405,209,0,-2,-0.2,2,-83.1
318,1,AUTO,STRAIGHT(NO_CTRL),405,209,0,-2,-0.2,2,-83.1
334,1,AUTO,STRAIGHT(NO_CTRL),405,209,0,-2,-0.2,2,-83.1
353,1,AUTO,STRAIGHT(NO_CTRL),405,208,0,-3,-0.4,3,-83.1
369,1,AUTO,STRAIGHT(NO_CTRL),404,208,-1,-3,-1.4,2.9,-81.4
386,1,AUTO,STRAIGHT(NO_CTRL),404,208,-1,-3,-1.4,2.9,-81.4
403,1,AUTO,STRAIGHT(NO_CTRL),404,207,-1,-4,-1.5,3.8,-83.1
420,1,AUTO,STRAIGHT(NO_CTRL),404,207,-1,-4,-1.5,3.8,-83.1
438,1,AUTO,STRAIGHT(NO_CTRL),404,207,-1,-4,-1.5,3.8,-83.1
456,1,AUTO,STRAIGHT(NO_CTRL),404,207,-1,-4,-1.5,3.8,-83.1
474,1,AUTO,STRAIGHT(NO_CTRL),403,206,-2,-5,-2.6,4.7,-81.4
489,1,AUTO,STRAIGHT(NO_CTRL),403,206,-2,-5,-2.6,4.7,-81.4
505,1,AUTO,STRAIGHT(NO_CTRL),403,206,-2,-5,-2.6,4.7,-83.1
523,1,AUTO,STRAIGHT(NO_CTRL),403,206,-2,-5,-2.6,4.7,-83.1
557,1,AUTO,STRAIGHT(NO_CTRL),402,205,-3,-6,-3.7,5.6,-81.4
575,1,AUTO,STRAIGHT(NO_CTRL),402,205,-3,-6,-3.7,5.6,-81.4
591,1,AUTO,STRAIGHT(NO_CTRL),402,205,-3,-6,-3.7,5.6,-81.4
610,1,AUTO,STRAIGHT(NO_CTRL),401,204,-4,-7,-4.8,6.4,-79.7
626,1,AUTO,STRAIGHT(NO_CTRL),401,204,-4,-7,-4.8,6.4,-79.7
643,1,AUTO,STRAIGHT(NO_CTRL),401,204,-4,-7,-4.8,6.4,-79.7
661,1,AUTO,STRAIGHT(NO_CTRL),401,204,-4,-7,-4.8,6.4,-79.7
677,1,AUTO,STRAIGHT(NO_CTRL),400,203,-5,-8,-6,7.3,-78
694,1,AUTO,STRAIGHT(NO_CTRL),400,203,-5,-8,-6,7.3,-78
711,1,AUTO,STRAIGHT(NO_CTRL),400,202,-5,-9,-6.1,8.3,-77.7
728,1,AUTO,STRAIGHT(NO_CTRL),400,202,-5,-9,-6.1,8.3,-77.7
746,1,AUTO,STRAIGHT(NO_CTRL),399,202,-6,-9,-7.1,8.2,-78
