Time(ms),Mode,TargetInput,ActualCommand,BackX,BackY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),330,243,0,0,0,0,-84.6
19,1,AUTO,STRAIGHT(NO_CTRL),330,243,0,0,0,0,-84.6
39,1,AUTO,STRAIGHT(NO_CTRL),330,243,0,0,0,0,-84.6
59,1,AUTO,STRAIGHT(NO_CTRL),330,243,0,0,0,0,-84.6
80,1,AUTO,STRAIGHT(NO_CTRL),330,243,0,0,0,0,-84.6
103,1,AUTO,STRAIGHT(NO_CTRL),330,243,0,0,0,0,-84.6
129,1,AUTO,STRAIGHT(NO_CTRL),330,243,0,0,0,0,-84.6
150,1,AUTO,STRAIGHT(NO_CTRL),330,243,0,0,0,0,-84.6
170,1,AUTO,STRAIGHT(NO_CTRL),330,243,0,0,0,0,-84.6
191,1,AUTO,STRAIGHT(NO_CTRL),329,243,-1,0,-1,-0.1,-82.9
213,1,AUTO,STRAIGHT(NO_CTRL),330,243,0,0,0,0,-84.6
234,1,AUTO,STRAIGHT(NO_CTRL),330,243,0,0,0,0,-84.6
251,1,AUTO,STRAIGHT(NO_CTRL),330,244,0,1,0.1,-1,-84.8
268,1,AUTO,STRAIGHT(NO_CTRL),330,244,0,1,0.1,-1,-84.8
286,1,AUTO,STRAIGHT(NO_CTRL),330,244,0,1,0.1,-1,-84.8
303,1,AUTO,STRAIGHT(NO_CTRL),330,244,0,1,0.1,-1,-84.8
321,1,AUTO,STRAIGHT(NO_CTRL),330,244,0,1,0.1,-1,-83.1
338,1,AUTO,STRAIGHT(NO_CTRL),330,244,0,1,0.1,-1,-83.1
356,1,AUTO,STRAIGHT(NO_CTRL),331,244,1,1,1.1,-0.9,-84.8
373,1,AUTO,STRAIGHT(NO_CTRL),331,244,1,1,1.1,-0.9,-84.8
393,1,AUTO,STRAIGHT(NO_CTRL),331,244,1,1,1.1,-0.9,-84.8
412,1,AUTO,STRAIGHT(NO_CTRL),331,244,1,1,1.1,-0.9,-84.8
430,1,AUTO,STRAIGHT(NO_CTRL),331,244,1,1,1.1,-0.9,-84.8
447,1,AUTO,STRAIGHT(NO_CTRL),331,244,1,1,1.1,-0.9,-82.9
464,1,AUTO,STRAIGHT(NO_CTRL),331,244,1,1,1.1,-0.9,-82.9
482,1,AUTO,STRAIGHT(NO_CTRL),331,244,1,1,1.1,-0.9,-82.9
499,1,AUTO,STRAIGHT(NO_CTRL),331,244,1,1,1.1,-0.9,-82.9
517,1,AUTO,STRAIGHT(NO_CTRL),332,244,2,1,2.1,-0.8,-84.6
