Time(ms),Mode,TargetInput,ActualCommand,BackX,BackY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
18,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
37,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
54,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
71,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
91,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
109,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
128,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
147,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
165,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
183,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
199,1,AUTO,STRAIGHT(NO_CTRL),385,244,0,0,0,0,-86.4
218,1,AUTO,STRAIGHT(NO_CTRL),385,245,0,1,0.1,-1,-86.5
237,1,AUTO,STRAIGHT(NO_CTRL),385,246,0,2,0.1,-2,-86.5
255,1,AUTO,STRAIGHT(NO_CTRL),385,246,0,2,0.1,-2,-86.5
275,1,AUTO,STRAIGHT(NO_CTRL),385,246,0,2,0.1,-2,-86.5
294,1,AUTO,STRAIGHT(NO_CTRL),385,246,0,2,0.1,-2,-86.5
321,1,AUTO,STRAIGHT(NO_CTRL),385,246,0,2,0.1,-2,-86.4
338,1,AUTO,STRAIGHT(NO_CTRL),386,247,1,3,1.2,-2.9,-86.5
355,1,AUTO,STRAIGHT(NO_CTRL),386,247,1,3,1.2,-2.9,-86.5
371,1,AUTO,STRAIGHT(NO_CTRL),386,247,1,3,1.2,-2.9,-86.5
388,1,AUTO,STRAIGHT(NO_CTRL),386,247,1,3,1.2,-2.9,-86.5
405,1,AUTO,STRAIGHT(NO_CTRL),386,248,1,4,1.2,-3.9,-86.5
422,1,AUTO,STRAIGHT(NO_CTRL),386,248,1,4,1.2,-3.9,-86.5
440,1,AUTO,STRAIGHT(NO_CTRL),386,248,1,4,1.2,-3.9,-86.5
457,1,AUTO,STRAIGHT(NO_CTRL),386,248,1,4,1.2,-3.9,-86.5
474,1,AUTO,STRAIGHT(NO_CTRL),387,249,2,5,2.3,-4.9,-88.3
493,1,AUTO,STRAIGHT(NO_CTRL),387,249,2,5,2.3,-4.9,-88.3
519,1,AUTO,STRAIGHT(NO_CTRL),387,249,2,5,2.3,-4.9,-88.3
539,1,AUTO,STRAIGHT(NO_CTRL),387,249,2,5,2.3,-4.9,-88.3
562,1,AUTO,STRAIGHT(NO_CTRL),387,249,2,5,2.3,-4.9,-88.2
585,1,AUTO,STRAIGHT(NO_CTRL),387,250,2,6,2.4,-5.9,-86.5
603,1,AUTO,STRAIGHT(NO_CTRL),387,250,2,6,2.4,-5.9,-86.5
620,1,AUTO,STRAIGHT(NO_CTRL),388,250,3,6,3.4,-5.8,-88.2
638,1,AUTO,STRAIGHT(NO_CTRL),388,250,3,6,3.4,-5.8,-88.2
655,1,AUTO,STRAIGHT(NO_CTRL),388,250,3,6,3.4,-5.8,-88.2
672,1,AUTO,STRAIGHT(NO_CTRL),388,251,3,7,3.4,-6.8,-88.3
692,1,AUTO,STRAIGHT(NO_CTRL),388,251,3,7,3.4,-6.8,-88.3
712,1,AUTO,STRAIGHT(NO_CTRL),388,251,3,7,3.4,-6.8,-88.2
729,1,AUTO,STRAIGHT(NO_CTRL),388,251,3,7,3.4,-6.8,-88.2
749,1,AUTO,STRAIGHT(NO_CTRL),389,252,4,8,4.5,-7.7,-88.3
766,1,AUTO,STRAIGHT(NO_CTRL),389,252,4,8,4.5,-7.7,-88.2
783,1,AUTO,STRAIGHT(NO_CTRL),389,252,4,8,4.5,-7.7,-88.2
799,1,AUTO,STRAIGHT(NO_CTRL),390,252,5,8,5.5,-7.7,-90
831,1,AUTO,STRAIGHT(NO_CTRL),390,253,5,9,5.6,-8.7,-90
848,1,AUTO,STRAIGHT(NO_CTRL),390,253,5,9,5.6,-8.7,-90
866,1,AUTO,STRAIGHT(NO_CTRL),390,253,5,9,5.6,-8.7,-90
883,1,AUTO,STRAIGHT(NO_CTRL),390,253,5,9,5.6,-8.7,-90
902,1,AUTO,STRAIGHT(NO_CTRL),390,254,5,10,5.6,-9.7,-90
918,1,AUTO,STRAIGHT(NO_CTRL),390,254,5,10,5.6,-9.7,-90
934,1,AUTO,STRAIGHT(NO_CTRL),390,254,5,10,5.6,-9.7,-90
952,1,AUTO,STRAIGHT(NO_CTRL),390,254,5,10,5.6,-9.7,-90
969,1,AUTO,STRAIGHT(NO_CTRL),390,254,5,10,5.6,-9.7,-90
987,1,AUTO,STRAIGHT(NO_CTRL),391,254,6,10,6.6,-9.6,-91.8
1004,1,AUTO,STRAIGHT(NO_CTRL),391,255,6,11,6.7,-10.6,-91.7
1021,1,AUTO,STRAIGHT(NO_CTRL),391,255,6,11,6.7,-10.6,-91.7
1045,1,AUTO,STRAIGHT(NO_CTRL),391,255,6,11,6.7,-10.6,-91.8
1062,1,AUTO,STRAIGHT(NO_CTRL),391,255,6,11,6.7,-10.6,-91.8
1080,1,AUTO,STRAIGHT(NO_CTRL),391,255,6,11,6.7,-10.6,-91.8
1096,1,AUTO,STRAIGHT(NO_CTRL),391,255,6,11,6.7,-10.6,-91.8
1115,1,AUTO,STRAIGHT(NO_CTRL),390,256,5,12,5.7,-11.7,-90
1132,1,AUTO,STRAIGHT(NO_CTRL),391,256,6,12,6.7,-11.6,-93.6
1149,1,AUTO,STRAIGHT(NO_CTRL),391,256,6,12,6.7,-11.6,-93.6
1167,1,AUTO,STRAIGHT(NO_CTRL),390,256,5,12,5.7,-11.7,-93.6
1186,1,AUTO,STRAIGHT(NO_CTRL),390,256,5,12,5.7,-11.7,-93.6
1205,1,AUTO,STRAIGHT(NO_CTRL),390,257,5,13,5.8,-12.7,-93.6
1222,1,AUTO,STRAIGHT(NO_CTRL),390,257,5,13,5.8,-12.7,-93.6
1242,1,AUTO,STRAIGHT(NO_CTRL),390,258,5,14,5.9,-13.7,-93.5
1258,1,AUTO,STRAIGHT(NO_CTRL),390,258,5,14,5.9,-13.7,-93.5
1276,1,AUTO,STRAIGHT(NO_CTRL),389,258,4,14,4.9,-13.7,-93.6
1293,1,AUTO,STRAIGHT(NO_CTRL),389,258,4,14,4.9,-13.7,-93.6
1312,1,AUTO,STRAIGHT(NO_CTRL),389,258,4,14,4.9,-13.7,-93.6
1333,1,AUTO,STRAIGHT(NO_CTRL),389,258,4,14,4.9,-13.7,-93.6
1362,1,AUTO,STRAIGHT(NO_CTRL),389,259,4,15,4.9,-14.7,-95.4
1379,1,AUTO,STRAIGHT(NO_CTRL),388,259,3,15,3.9,-14.8,-93.6
1396,1,AUTO,STRAIGHT(NO_CTRL),388,259,3,15,3.9,-14.8,-93.6
1413,1,AUTO,STRAIGHT(NO_CTRL),388,260,3,16,4,-15.8,-93.6
1429,1,AUTO,STRAIGHT(NO_CTRL),388,260,3,16,4,-15.8,-93.6
1447,1,AUTO,STRAIGHT(NO_CTRL),388,260,3,16,4,-15.8,-95.4
1464,1,AUTO,STRAIGHT(NO_CTRL),388,260,3,16,4,-15.8,-95.4
1484,1,AUTO,STRAIGHT(NO_CTRL),388,261,3,17,4.1,-16.8,-95.4
1503,1,AUTO,STRAIGHT(NO_CTRL),387,261,2,17,3.1,-16.8,-93.6
1527,1,AUTO,STRAIGHT(NO_CTRL),387,261,2,17,3.1,-16.8,-93.6
1545,1,AUTO,STRAIGHT(NO_CTRL),388,262,3,18,4.1,-17.8,-95.4
1562,1,AUTO,STRAIGHT(NO_CTRL),388,262,3,18,4.1,-17.8,-95.4
1581,1,AUTO,STRAIGHT(NO_CTRL),387,262,2,18,3.1,-17.8,-93.6
1599,1,AUTO,STRAIGHT(NO_CTRL),388,262,3,18,4.1,-17.8,-95.4
1618,1,AUTO,STRAIGHT(NO_CTRL),388,262,3,18,4.1,-17.8,-95.4
1635,1,AUTO,STRAIGHT(NO_CTRL),387,263,2,19,3.2,-18.8,-93.6
1652,1,AUTO,STRAIGHT(NO_CTRL),387,263,2,19,3.2,-18.8,-93.6
1669,1,AUTO,STRAIGHT(NO_CTRL),388,263,3,19,4.2,-18.8,-95.4
1686,1,AUTO,STRAIGHT(NO_CTRL),388,263,3,19,4.2,-18.8,-95.4
1703,1,AUTO,STRAIGHT(NO_CTRL),388,263,3,19,4.2,-18.8,-95.4
1720,1,AUTO,STRAIGHT(NO_CTRL),388,264,3,20,4.2,-19.8,-95.4
1738,1,AUTO,STRAIGHT(NO_CTRL),388,264,3,20,4.2,-19.8,-95.4
1756,1,AUTO,STRAIGHT(NO_CTRL),388,264,3,20,4.2,-19.8,-97.1
1773,1,AUTO,STRAIGHT(NO_CTRL),388,265,3,21,4.3,-20.8,-97.1
1789,1,AUTO,STRAIGHT(NO_CTRL),388,265,3,21,4.3,-20.8,-97.1
1807,1,AUTO,STRAIGHT(NO_CTRL),388,265,3,21,4.3,-20.8,-97.1
1826,1,AUTO,STRAIGHT(NO_CTRL),388,265,3,21,4.3,-20.8,-97.1
1847,1,AUTO,STRAIGHT(NO_CTRL),388,266,3,22,4.4,-21.8,-97.1
1862,1,AUTO,STRAIGHT(NO_CTRL),388,266,3,22,4.4,-21.8,-97.1
1880,1,AUTO,STRAIGHT(NO_CTRL),387,266,2,22,3.4,-21.8,-97.1
1896,1,AUTO,STRAIGHT(NO_CTRL),387,266,2,22,3.4,-21.8,-97.1
1914,1,AUTO,STRAIGHT(NO_CTRL),387,267,2,23,3.4,-22.8,-97.1
1941,1,AUTO,STRAIGHT(NO_CTRL),387,267,2,23,3.4,-22.8,-97.4
1957,1,AUTO,STRAIGHT(NO_CTRL),387,267,2,23,3.4,-22.8,-97.4
1975,1,AUTO,STRAIGHT(NO_CTRL),387,268,2,24,3.5,-23.8,-98.9
1991,1,AUTO,STRAIGHT(NO_CTRL),387,268,2,24,3.5,-23.8,-98.9
2007,1,AUTO,STRAIGHT(NO_CTRL),387,268,2,24,3.5,-23.8,-97.4
2022,1,AUTO,STRAIGHT(NO_CTRL),387,268,2,24,3.5,-23.8,-97.4
