Time(ms),Mode,TargetInput,ActualCommand,BackX,BackY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),388,256,0,0,0,0,-86.4
18,1,AUTO,STRAIGHT(NO_CTRL),388,256,0,0,0,0,-86.4
36,1,AUTO,STRAIGHT(NO_CTRL),388,256,0,0,0,0,-86.4
53,1,AUTO,STRAIGHT(NO_CTRL),388,256,0,0,0,0,-86.4
69,1,AUTO,STRAIGHT(NO_CTRL),388,256,0,0,0,0,-86.4
86,1,AUTO,STRAIGHT(NO_CTRL),388,256,0,0,0,0,-86.4
103,1,AUTO,STRAIGHT(NO_CTRL),388,257,0,1,0.1,-1,-86.5
120,1,AUTO,STRAIGHT(NO_CTRL),388,257,0,1,0.1,-1,-86.5
138,1,AUTO,STRAIGHT(NO_CTRL),388,256,0,0,0,0,-86.4
156,1,AUTO,STRAIGHT(NO_CTRL),388,256,0,0,0,0,-86.4
174,1,AUTO,STRAIGHT(NO_CTRL),388,257,0,1,0.1,-1,-86.5
192,1,AUTO,STRAIGHT(NO_CTRL),388,257,0,1,0.1,-1,-86.4
213,1,AUTO,STRAIGHT(NO_CTRL),388,257,0,1,0.1,-1,-86.4
231,1,AUTO,STRAIGHT(NO_CTRL),389,258,1,2,1.1,-1.9,-88.3
247,1,AUTO,STRAIGHT(NO_CTRL),389,258,1,2,1.1,-1.9,-88.3
264,1,AUTO,STRAIGHT(NO_CTRL),389,258,1,2,1.1,-1.9,-86.4
283,1,AUTO,STRAIGHT(NO_CTRL),389,258,1,2,1.1,-1.9,-86.4
302,1,AUTO,STRAIGHT(NO_CTRL),388,259,0,3,0.2,-3,-84.8
329,1,AUTO,STRAIGHT(NO_CTRL),389,259,1,3,1.2,-2.9,-86.4
348,1,AUTO,STRAIGHT(NO_CTRL),389,259,1,3,1.2,-2.9,-86.4
365,1,AUTO,STRAIGHT(NO_CTRL),389,259,1,3,1.2,-2.9,-88.2
381,1,AUTO,STRAIGHT(NO_CTRL),389,259,1,3,1.2,-2.9,-88.2
399,1,AUTO,STRAIGHT(NO_CTRL),389,260,1,4,1.2,-3.9,-88.3
415,1,AUTO,STRAIGHT(NO_CTRL),389,260,1,4,1.2,-3.9,-88.3
433,1,AUTO,STRAIGHT(NO_CTRL),388,260,0,4,0.2,-4,-86.5
450,1,AUTO,STRAIGHT(NO_CTRL),388,260,0,4,0.2,-4,-86.5
468,1,AUTO,STRAIGHT(NO_CTRL),389,260,1,4,1.2,-3.9,-88.2
485,1,AUTO,STRAIGHT(NO_CTRL),389,260,1,4,1.2,-3.9,-88.2
502,1,AUTO,STRAIGHT(NO_CTRL),389,261,1,5,1.3,-4.9,-88.3
519,1,AUTO,STRAIGHT(NO_CTRL),389,261,1,5,1.3,-4.9,-88.3
537,1,AUTO,STRAIGHT(NO_CTRL),389,261,1,5,1.3,-4.9,-88.2
553,1,AUTO,STRAIGHT(NO_CTRL),389,261,1,5,1.3,-4.9,-88.2
571,1,AUTO,STRAIGHT(NO_CTRL),388,262,0,6,0.4,-6,-86.5
590,1,AUTO,STRAIGHT(NO_CTRL),388,262,0,6,0.4,-6,-86.5
609,1,AUTO,STRAIGHT(NO_CTRL),388,262,0,6,0.4,-6,-86.4
627,1,AUTO,STRAIGHT(NO_CTRL),389,262,1,6,1.4,-5.9,-88.2
644,1,AUTO,STRAIGHT(NO_CTRL),389,262,1,6,1.4,-5.9,-88.2
662,1,AUTO,STRAIGHT(NO_CTRL),388,263,0,7,0.4,-7,-86.5
680,1,AUTO,STRAIGHT(NO_CTRL),388,263,0,7,0.4,-7,-86.5
698,1,AUTO,STRAIGHT(NO_CTRL),388,263,0,7,0.4,-7,-86.4
715,1,AUTO,STRAIGHT(NO_CTRL),388,263,0,7,0.4,-7,-86.4
732,1,AUTO,STRAIGHT(NO_CTRL),388,264,0,8,0.5,-8,-88.3
748,1,AUTO,STRAIGHT(NO_CTRL),388,264,0,8,0.5,-8,-88.3
764,1,AUTO,STRAIGHT(NO_CTRL),388,264,0,8,0.5,-8,-88.2
787,1,AUTO,STRAIGHT(NO_CTRL),388,264,0,8,0.5,-8,-88.2
807,1,AUTO,STRAIGHT(NO_CTRL),388,265,0,9,0.6,-9,-88.3
838,1,AUTO,STRAIGHT(NO_CTRL),388,265,0,9,0.6,-9,-88.2
856,1,AUTO,STRAIGHT(NO_CTRL),388,265,0,9,0.6,-9,-88.2
874,1,AUTO,STRAIGHT(NO_CTRL),388,266,0,10,0.6,-10,-88.2
891,1,AUTO,STRAIGHT(NO_CTRL),388,266,0,10,0.6,-10,-88.2
907,1,AUTO,STRAIGHT(NO_CTRL),387,266,-1,10,-0.4,-10,-86.4
924,1,AUTO,STRAIGHT(NO_CTRL),387,266,-1,10,-0.4,-10,-86.4
942,1,AUTO,STRAIGHT(NO_CTRL),388,267,0,11,0.7,-11,-90
960,1,AUTO,STRAIGHT(NO_CTRL),388,267,0,11,0.7,-11,-90
979,1,AUTO,STRAIGHT(NO_CTRL),388,267,0,11,0.7,-11,-90
995,1,AUTO,STRAIGHT(NO_CTRL),388,268,0,12,0.7,-12,-90
1022,1,AUTO,STRAIGHT(NO_CTRL),388,268,0,12,0.7,-12,-90
1042,1,AUTO,STRAIGHT(NO_CTRL),388,268,0,12,0.7,-12,-90
1058,1,AUTO,STRAIGHT(NO_CTRL),388,269,0,13,0.8,-13,-90
1075,1,AUTO,STRAIGHT(NO_CTRL),388,269,0,13,0.8,-13,-90
1091,1,AUTO,STRAIGHT(NO_CTRL),388,269,0,13,0.8,-13,-90
1108,1,AUTO,STRAIGHT(NO_CTRL),388,269,0,13,0.8,-13,-90
1124,1,AUTO,STRAIGHT(NO_CTRL),388,270,0,14,0.9,-14,-88.2
1140,1,AUTO,STRAIGHT(NO_CTRL),388,270,0,14,0.9,-14,-88.2
1157,1,AUTO,STRAIGHT(NO_CTRL),388,270,0,14,0.9,-14,-88.2
1173,1,AUTO,STRAIGHT(NO_CTRL),388,270,0,14,0.9,-14,-88.2
1190,1,AUTO,STRAIGHT(NO_CTRL),388,271,0,15,0.9,-15,-88.2
1208,1,AUTO,STRAIGHT(NO_CTRL),388,271,0,15,0.9,-15,-88.2
1225,1,AUTO,STRAIGHT(NO_CTRL),389,272,1,16,2,-15.9,-90
