Time(ms),Mode,TargetInput,ActualCommand,BackX,BackY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
19,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
34,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
52,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
68,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
84,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
105,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
123,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
140,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
157,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
174,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
191,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
210,1,AUTO,STRAIGHT(NO_CTRL),358,248,0,0,0,0,-88.3
227,1,AUTO,STRAIGHT(NO_CTRL),358,247,0,-1,0,1,-88.2
245,1,AUTO,STRAIGHT(NO_CTRL),358,247,0,-1,0,1,-88.2
266,1,AUTO,STRAIGHT(NO_CTRL),358,247,0,-1,0,1,-88.3
283,1,AUTO,STRAIGHT(NO_CTRL),358,247,0,-1,0,1,-88.3
301,1,AUTO,STRAIGHT(NO_CTRL),358,247,0,-1,0,1,-88.3
317,1,AUTO,STRAIGHT(NO_CTRL),358,246,0,-2,-0.1,2,-88.3
338,1,AUTO,STRAIGHT(NO_CTRL),358,246,0,-2,-0.1,2,-88.3
355,1,AUTO,STRAIGHT(NO_CTRL),358,246,0,-2,-0.1,2,-88.3
377,1,AUTO,STRAIGHT(NO_CTRL),358,246,0,-2,-0.1,2,-88.3
409,1,AUTO,STRAIGHT(NO_CTRL),358,245,0,-3,-0.1,3,-88.2
427,1,AUTO,STRAIGHT(NO_CTRL),357,245,-1,-3,-1.1,3,-86.5
443,1,AUTO,STRAIGHT(NO_CTRL),357,245,-1,-3,-1.1,3,-86.5
460,1,AUTO,STRAIGHT(NO_CTRL),357,245,-1,-3,-1.1,3,-86.5
478,1,AUTO,STRAIGHT(NO_CTRL),357,244,-1,-4,-1.1,4,-86.5
498,1,AUTO,STRAIGHT(NO_CTRL),357,244,-1,-4,-1.1,4,-86.5
517,1,AUTO,STRAIGHT(NO_CTRL),357,244,-1,-4,-1.1,4,-86.5
538,1,AUTO,STRAIGHT(NO_CTRL),357,244,-1,-4,-1.1,4,-86.5
553,1,AUTO,STRAIGHT(NO_CTRL),357,244,-1,-4,-1.1,4,-86.5
576,1,AUTO,STRAIGHT(NO_CTRL),357,244,-1,-4,-1.1,4,-86.5
596,1,AUTO,STRAIGHT(NO_CTRL),357,243,-1,-5,-1.2,5,-86.4
612,1,AUTO,STRAIGHT(NO_CTRL),357,243,-1,-5,-1.2,5,-86.4
630,1,AUTO,STRAIGHT(NO_CTRL),357,243,-1,-5,-1.2,5,-86.5
646,1,AUTO,STRAIGHT(NO_CTRL),357,243,-1,-5,-1.2,5,-86.5
663,1,AUTO,STRAIGHT(NO_CTRL),357,243,-1,-5,-1.2,5,-86.5
678,1,AUTO,STRAIGHT(NO_CTRL),357,242,-1,-6,-1.2,6,-86.4
693,1,AUTO,STRAIGHT(NO_CTRL),357,242,-1,-6,-1.2,6,-86.4
708,1,AUTO,STRAIGHT(NO_CTRL),357,242,-1,-6,-1.2,6,-86.4
727,1,AUTO,STRAIGHT(NO_CTRL),357,242,-1,-6,-1.2,6,-86.5
746,1,AUTO,STRAIGHT(NO_CTRL),357,242,-1,-6,-1.2,6,-86.5
761,1,AUTO,STRAIGHT(NO_CTRL),357,242,-1,-6,-1.2,6,-86.5
777,1,AUTO,STRAIGHT(NO_CTRL),357,241,-1,-7,-1.2,7,-86.4
795,1,AUTO,STRAIGHT(NO_CTRL),357,241,-1,-7,-1.2,7,-86.4
811,1,AUTO,STRAIGHT(NO_CTRL),357,241,-1,-7,-1.2,7,-86.5
830,1,AUTO,STRAIGHT(NO_CTRL),357,241,-1,-7,-1.2,7,-86.5
849,1,AUTO,STRAIGHT(NO_CTRL),357,241,-1,-7,-1.2,7,-86.5
865,1,AUTO,STRAIGHT(NO_CTRL),357,241,-1,-7,-1.2,7,-86.5
884,1,AUTO,STRAIGHT(NO_CTRL),357,240,-1,-8,-1.2,8,-88.2
903,1,AUTO,STRAIGHT(NO_CTRL),357,240,-1,-8,-1.2,8,-88.2
933,1,AUTO,STRAIGHT(NO_CTRL),357,240,-1,-8,-1.2,8,-88.3
950,1,AUTO,STRAIGHT(NO_CTRL),357,240,-1,-8,-1.2,8,-88.3
968,1,AUTO,STRAIGHT(NO_CTRL),357,240,-1,-8,-1.2,8,-88.3
986,1,AUTO,STRAIGHT(NO_CTRL),357,240,-1,-8,-1.2,8,-88.3
1002,1,AUTO,STRAIGHT(NO_CTRL),357,240,-1,-8,-1.2,8,-88.3
1022,1,AUTO,STRAIGHT(NO_CTRL),357,240,-1,-8,-1.2,8,-88.3
1042,1,AUTO,STRAIGHT(NO_CTRL),357,240,-1,-8,-1.2,8,-88.3
1060,1,AUTO,STRAIGHT(NO_CTRL),357,239,-1,-9,-1.3,9,-88.2
1077,1,AUTO,STRAIGHT(NO_CTRL),357,239,-1,-9,-1.3,9,-88.2
1095,1,AUTO,STRAIGHT(NO_CTRL),358,239,0,-9,-0.3,9,-90
1114,1,AUTO,STRAIGHT(NO_CTRL),357,239,-1,-9,-1.3,9,-86.5
1134,1,AUTO,STRAIGHT(NO_CTRL),357,239,-1,-9,-1.3,9,-86.5
1151,1,AUTO,STRAIGHT(NO_CTRL),357,239,-1,-9,-1.3,9,-86.5
