Time(ms),Mode,TargetInput,ActualCommand,BackX,BackY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),302,291,0,0,0,0,-84.6
17,1,AUTO,STRAIGHT(NO_CTRL),301,291,-1,0,-1,-0.1,-82.9
34,1,AUTO,STRAIGHT(NO_CTRL),301,291,-1,0,-1,-0.1,-82.9
52,1,AUTO,STRAIGHT(NO_CTRL),301,291,-1,0,-1,-0.1,-82.9
73,1,AUTO,STRAIGHT(NO_CTRL),301,291,-1,0,-1,-0.1,-82.9
89,1,AUTO,STRAIGHT(NO_CTRL),302,291,0,0,0,0,-84.6
107,1,AUTO,STRAIGHT(NO_CTRL),302,291,0,0,0,0,-84.6
126,1,AUTO,STRAIGHT(NO_CTRL),302,291,0,0,0,0,-86.4
156,1,AUTO,STRAIGHT(NO_CTRL),302,291,0,0,0,0,-86.4
178,1,AUTO,STRAIGHT(NO_CTRL),301,291,-1,0,-1,-0.1,-84.6
194,1,AUTO,STRAIGHT(NO_CTRL),301,291,-1,0,-1,-0.1,-84.6
212,1,AUTO,STRAIGHT(NO_CTRL),301,291,-1,0,-1,-0.1,-84.6
230,1,AUTO,STRAIGHT(NO_CTRL),301,291,-1,0,-1,-0.1,-84.8
246,1,AUTO,STRAIGHT(NO_CTRL),301,291,-1,0,-1,-0.1,-84.8
262,1,AUTO,STRAIGHT(NO_CTRL),301,290,-1,-1,-1.1,0.9,-84.6
280,1,AUTO,STRAIGHT(NO_CTRL),301,290,-1,-1,-1.1,0.9,-84.6
297,1,AUTO,STRAIGHT(NO_CTRL),301,290,-1,-1,-1.1,0.9,-84.6
315,1,AUTO,STRAIGHT(NO_CTRL),301,290,-1,-1,-1.1,0.9,-84.6
332,1,AUTO,STRAIGHT(NO_CTRL),301,290,-1,-1,-1.1,0.9,-84.6
349,1,AUTO,STRAIGHT(NO_CTRL),301,290,-1,-1,-1.1,0.9,-84.6
365,1,AUTO,STRAIGHT(NO_CTRL),301,290,-1,-1,-1.1,0.9,-84.6
382,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-82.6
399,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-82.6
416,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-82.9
433,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-82.9
450,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-82.9
468,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-82.9
490,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-84.6
507,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-84.6
526,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-84.6
543,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-84.6
561,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-84.6
578,1,AUTO,STRAIGHT(NO_CTRL),300,289,-2,-2,-2.2,1.8,-84.6
