Time(ms),Mode,TargetInput,ActualCommand,BackX,BackY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
24,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
44,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
70,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
88,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
104,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
125,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
147,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
166,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
184,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
206,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
231,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
254,1,AUTO,STRAIGHT(NO_CTRL),407,365,0,0,0,0,-84.6
272,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.3
290,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.3
306,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.3
323,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.4
342,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.4
360,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.4
380,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.4
397,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.4
413,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.4
431,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.4
448,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.4
465,1,AUTO,STRAIGHT(NO_CTRL),407,364,0,-1,-0.1,1,-86.4
483,1,AUTO,STRAIGHT(NO_CTRL),408,364,1,-1,0.9,1.1,-88.2
500,1,AUTO,STRAIGHT(NO_CTRL),408,364,1,-1,0.9,1.1,-88.2
517,1,AUTO,STRAIGHT(NO_CTRL),408,364,1,-1,0.9,1.1,-86.4
535,1,AUTO,STRAIGHT(NO_CTRL),408,364,1,-1,0.9,1.1,-86.4
552,1,AUTO,STRAIGHT(NO_CTRL),408,364,1,-1,0.9,1.1,-86.4
586,1,AUTO,STRAIGHT(NO_CTRL),408,364,1,-1,0.9,1.1,-86.4
604,1,AUTO,STRAIGHT(NO_CTRL),409,364,2,-1,1.9,1.2,-86.4
621,1,AUTO,STRAIGHT(NO_CTRL),409,364,2,-1,1.9,1.2,-86.4
645,1,AUTO,STRAIGHT(NO_CTRL),408,364,1,-1,0.9,1.1,-84.6
667,1,AUTO,STRAIGHT(NO_CTRL),409,364,2,-1,1.9,1.2,-86.4
686,1,AUTO,STRAIGHT(NO_CTRL),409,364,2,-1,1.9,1.2,-86.4
711,1,AUTO,STRAIGHT(NO_CTRL),409,364,2,-1,1.9,1.2,-86.4
731,1,AUTO,STRAIGHT(NO_CTRL),409,364,2,-1,1.9,1.2,-86.4
750,1,AUTO,STRAIGHT(NO_CTRL),409,364,2,-1,1.9,1.2,-86.4
767,1,AUTO,STRAIGHT(NO_CTRL),409,364,2,-1,1.9,1.2,-86.5
783,1,AUTO,STRAIGHT(NO_CTRL),409,363,2,-2,1.8,2.2,-86.4
798,1,AUTO,STRAIGHT(NO_CTRL),409,363,2,-2,1.8,2.2,-86.4
814,1,AUTO,STRAIGHT(NO_CTRL),409,363,2,-2,1.8,2.2,-86.4
831,1,AUTO,STRAIGHT(NO_CTRL),409,363,2,-2,1.8,2.2,-86.4
848,1,AUTO,STRAIGHT(NO_CTRL),409,363,2,-2,1.8,2.2,-86.4
864,1,AUTO,STRAIGHT(NO_CTRL),409,363,2,-2,1.8,2.2,-86.4
880,1,AUTO,STRAIGHT(NO_CTRL),409,363,2,-2,1.8,2.2,-86.4
897,1,AUTO,STRAIGHT(NO_CTRL),409,363,2,-2,1.8,2.2,-86.4
915,1,AUTO,STRAIGHT(NO_CTRL),409,363,2,-2,1.8,2.2,-86.4
931,1,AUTO,STRAIGHT(NO_CTRL),409,363,2,-2,1.8,2.2,-86.4
949,1,AUTO,STRAIGHT(NO_CTRL),409,363,2,-2,1.8,2.2,-86.4
967,1,AUTO,STRAIGHT(NO_CTRL),410,363,3,-2,2.8,2.3,-88.2
991,1,AUTO,STRAIGHT(NO_CTRL),410,363,3,-2,2.8,2.3,-88.2
1010,1,AUTO,STRAIGHT(NO_CTRL),410,363,3,-2,2.8,2.3,-88.2
1027,1,AUTO,STRAIGHT(NO_CTRL),410,363,3,-2,2.8,2.3,-88.2
1043,1,AUTO,STRAIGHT(NO_CTRL),410,363,3,-2,2.8,2.3,-88.2
1063,1,AUTO,STRAIGHT(NO_CTRL),410,363,3,-2,2.8,2.3,-88.2
1081,1,AUTO,STRAIGHT(NO_CTRL),410,363,3,-2,2.8,2.3,-88.2
1113,1,AUTO,STRAIGHT(NO_CTRL),410,363,3,-2,2.8,2.3,-88.2
1131,1,AUTO,STRAIGHT(NO_CTRL),410,363,3,-2,2.8,2.3,-88.2
1148,1,AUTO,STRAIGHT(NO_CTRL),410,363,3,-2,2.8,2.3,-88.2
1170,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-88.2
1192,1,AUTO,STRAIGHT(NO_CTRL),411,363,4,-2,3.8,2.4,-88.2
1215,1,AUTO,STRAIGHT(NO_CTRL),411,363,4,-2,3.8,2.4,-88.2
1235,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-88.2
1253,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-88.2
1270,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-88.2
1289,1,AUTO,STRAIGHT(NO_CTRL),411,363,4,-2,3.8,2.4,-88.3
1305,1,AUTO,STRAIGHT(NO_CTRL),411,363,4,-2,3.8,2.4,-88.3
1323,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-88.2
1340,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-88.2
1356,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-88.2
1376,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1394,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1411,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1431,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1449,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1466,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1482,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1499,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1515,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1533,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1551,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1567,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1584,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1606,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1636,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1654,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1670,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1687,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1707,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1725,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1741,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1758,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1776,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1794,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1811,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1831,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1848,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1865,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1882,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1900,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1915,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1932,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1948,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
1966,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
1984,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
2000,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
2017,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
2032,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
2049,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
2064,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
2082,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
2104,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
2135,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
2151,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
2168,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
2186,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
2207,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
2225,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
2242,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
2264,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
2281,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-88.2
2299,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-86.5
2315,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-86.5
2333,1,AUTO,STRAIGHT(NO_CTRL),411,361,4,-4,3.6,4.4,-86.4
2348,1,AUTO,STRAIGHT(NO_CTRL),411,361,4,-4,3.6,4.4,-86.4
2369,1,AUTO,STRAIGHT(NO_CTRL),411,361,4,-4,3.6,4.4,-84.6
2386,1,AUTO,STRAIGHT(NO_CTRL),411,361,4,-4,3.6,4.4,-86.3
2406,1,AUTO,STRAIGHT(NO_CTRL),411,361,4,-4,3.6,4.4,-86.3
2424,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
2440,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-86.4
2457,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-86.4
2473,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-86.4
2493,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2510,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2527,1,AUTO,STRAIGHT(NO_CTRL),411,361,4,-4,3.6,4.4,-86.4
2545,1,AUTO,STRAIGHT(NO_CTRL),411,361,4,-4,3.6,4.4,-86.4
2562,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-88.2
2580,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-88.2
2597,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2616,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2633,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-84.8
2650,1,AUTO,STRAIGHT(NO_CTRL),411,362,4,-3,3.7,3.4,-84.8
2678,1,AUTO,STRAIGHT(NO_CTRL),411,361,4,-4,3.6,4.4,-84.6
2694,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2714,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2733,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2754,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2772,1,AUTO,STRAIGHT(NO_CTRL),412,362,5,-3,4.7,3.5,-86.5
2790,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2808,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2829,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2848,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2866,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2883,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2900,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2920,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2938,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
2954,1,AUTO,STRAIGHT(NO_CTRL),412,361,5,-4,4.6,4.4,-86.4
