Time(ms),Mode,TargetInput,ActualCommand,RawX,RawY,RelX,RelY
17,1,AUTO,STRAIGHT(NO_CTRL),214,234,0,0
35,1,AUTO,STRAIGHT(NO_CTRL),214,234,0,0
53,1,AUTO,STRAIGHT(NO_CTRL),214,234,0,0
71,1,AUTO,STRAIGHT(NO_CTRL),214,234,0,0
88,1,AUTO,STRAIGHT(NO_CTRL),214,234,0,0
106,1,AUTO,STRAIGHT(NO_CTRL),214,234,0,0
125,1,AUTO,STRAIGHT(NO_CTRL),214,234,0,0
143,1,AUTO,STRAIGHT(NO_CTRL),214,234,0,0
161,1,AUTO,STRAIGHT(NO_CTRL),214,234,0,0
178,1,AUTO,STRAIGHT(NO_CTRL),214,234,0,0
196,1,AUTO,STRAIGHT(NO_CTRL),214,234,0,0
214,1,AUTO,STRAIGHT(NO_CTRL),214,235,0,1
231,1,AUTO,STRAIGHT(NO_CTRL),214,235,0,1
249,1,AUTO,STRAIGHT(NO_CTRL),214,235,0,1
266,1,AUTO,STRAIGHT(NO_CTRL),214,235,0,1
284,1,AUTO,STRAIGHT(NO_CTRL),215,237,1,3
300,1,AUTO,STRAIGHT(NO_CTRL),215,237,1,3
334,1,AUTO,STRAIGHT(NO_CTRL),215,237,1,3
350,1,AUTO,STRAIGHT(NO_CTRL),217,239,3,5
369,1,AUTO,STRAIGHT(NO_CTRL),217,239,3,5
385,1,AUTO,STRAIGHT(NO_CTRL),217,239,3,5
403,1,AUTO,STRAIGHT(NO_CTRL),217,239,3,5
420,1,AUTO,STRAIGHT(NO_CTRL),219,241,5,7
435,1,AUTO,STRAIGHT(NO_CTRL),219,241,5,7
452,1,AUTO,STRAIGHT(NO_CTRL),219,241,5,7
470,1,AUTO,STRAIGHT(NO_CTRL),219,241,5,7
490,1,AUTO,STRAIGHT(NO_CTRL),221,243,7,9
507,1,AUTO,STRAIGHT(NO_CTRL),221,243,7,9
524,1,AUTO,STRAIGHT(NO_CTRL),221,243,7,9
541,1,AUTO,STRAIGHT(NO_CTRL),221,243,7,9
560,1,AUTO,STRAIGHT(NO_CTRL),222,244,8,10
577,1,AUTO,STRAIGHT(NO_CTRL),222,244,8,10
594,1,AUTO,STRAIGHT(NO_CTRL),222,244,8,10
621,1,AUTO,STRAIGHT(NO_CTRL),224,246,10,12
639,1,AUTO,STRAIGHT(NO_CTRL),224,246,10,12
656,1,AUTO,STRAIGHT(NO_CTRL),224,246,10,12
674,1,AUTO,STRAIGHT(NO_CTRL),225,247,11,13
692,1,AUTO,STRAIGHT(NO_CTRL),225,247,11,13
714,1,AUTO,STRAIGHT(NO_CTRL),225,247,11,13
736,1,AUTO,STRAIGHT(NO_CTRL),225,247,11,13
756,1,AUTO,STRAIGHT(NO_CTRL),227,249,13,15
776,1,AUTO,STRAIGHT(NO_CTRL),227,249,13,15
794,1,AUTO,STRAIGHT(NO_CTRL),227,249,13,15
811,1,AUTO,STRAIGHT(NO_CTRL),227,249,13,15
833,1,AUTO,STRAIGHT(NO_CTRL),230,250,16,16
852,1,AUTO,STRAIGHT(NO_CTRL),230,250,16,16
880,1,AUTO,STRAIGHT(NO_CTRL),233,251,19,17
898,1,AUTO,STRAIGHT(NO_CTRL),233,251,19,17
915,1,AUTO,STRAIGHT(NO_CTRL),233,251,19,17
931,1,AUTO,STRAIGHT(NO_CTRL),233,251,19,17
949,1,AUTO,STRAIGHT(NO_CTRL),236,252,22,18
966,1,AUTO,STRAIGHT(NO_CTRL),236,252,22,18
982,1,AUTO,STRAIGHT(NO_CTRL),236,252,22,18
1001,1,AUTO,STRAIGHT(NO_CTRL),236,252,22,18
1023,1,AUTO,STRAIGHT(NO_CTRL),240,252,26,18
1041,1,AUTO,STRAIGHT(NO_CTRL),240,252,26,18
1067,1,AUTO,STRAIGHT(NO_CTRL),240,252,26,18
1086,1,AUTO,STRAIGHT(NO_CTRL),244,253,30,19
1105,1,AUTO,STRAIGHT(NO_CTRL),244,253,30,19
1121,1,AUTO,STRAIGHT(NO_CTRL),244,253,30,19
1137,1,AUTO,STRAIGHT(NO_CTRL),244,253,30,19
