Time(ms),Mode,TargetInput,ActualCommand,RawX,RawY,RelX,RelY
24,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
48,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
64,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
80,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
100,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
115,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
133,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
150,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
168,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
185,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
202,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
221,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
240,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
256,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
273,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
293,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
313,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
334,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
354,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
371,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
390,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
406,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
424,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
441,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
460,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
479,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
496,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
517,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
551,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
568,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
585,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
602,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
618,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
638,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
655,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
672,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
690,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
708,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
725,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
740,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
758,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
777,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
793,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
810,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
828,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
845,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
863,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
880,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
899,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
921,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
937,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
955,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
973,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
990,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1009,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1031,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1062,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1079,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1097,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1115,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1132,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1149,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1167,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1186,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1203,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
1221,1,AUTO,STRAIGHT(NO_CTRL),326,228,0,0
