Time(ms),Mode,TargetInput,ActualCommand,BackX,BackY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
25,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
44,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
61,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
79,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
97,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
115,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
132,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
149,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
167,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
185,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
205,1,AUTO,STRAIGHT(NO_CTRL),367,245,0,0,0,0,-90
222,1,AUTO,STRAIGHT(NO_CTRL),367,244,0,-1,0,1,-90
249,1,AUTO,STRAIGHT(NO_CTRL),367,244,0,-1,0,1,-90
268,1,AUTO,STRAIGHT(NO_CTRL),367,244,0,-1,0,1,-90
288,1,AUTO,STRAIGHT(NO_CTRL),367,244,0,-1,0,1,-90
304,1,AUTO,STRAIGHT(NO_CTRL),366,244,-1,-1,-1,1,-88.3
324,1,AUTO,STRAIGHT(NO_CTRL),366,244,-1,-1,-1,1,-88.3
349,1,AUTO,STRAIGHT(NO_CTRL),366,243,-1,-2,-1,2,-90
364,1,AUTO,STRAIGHT(NO_CTRL),366,243,-1,-2,-1,2,-90
381,1,AUTO,STRAIGHT(NO_CTRL),365,242,-2,-3,-2,3,-88.2
398,1,AUTO,STRAIGHT(NO_CTRL),365,242,-2,-3,-2,3,-88.3
415,1,AUTO,STRAIGHT(NO_CTRL),365,242,-2,-3,-2,3,-88.3
431,1,AUTO,STRAIGHT(NO_CTRL),365,241,-2,-4,-2,4,-88.2
448,1,AUTO,STRAIGHT(NO_CTRL),365,241,-2,-4,-2,4,-88.2
467,1,AUTO,STRAIGHT(NO_CTRL),364,241,-3,-4,-3,4,-86.5
484,1,AUTO,STRAIGHT(NO_CTRL),364,241,-3,-4,-3,4,-86.5
501,1,AUTO,STRAIGHT(NO_CTRL),364,240,-3,-5,-3,5,-88.2
518,1,AUTO,STRAIGHT(NO_CTRL),364,240,-3,-5,-3,5,-88.2
536,1,AUTO,STRAIGHT(NO_CTRL),363,240,-4,-5,-4,5,-86.5
552,1,AUTO,STRAIGHT(NO_CTRL),363,240,-4,-5,-4,5,-86.5
569,1,AUTO,STRAIGHT(NO_CTRL),363,239,-4,-6,-4,6,-86.4
585,1,AUTO,STRAIGHT(NO_CTRL),363,239,-4,-6,-4,6,-86.4
603,1,AUTO,STRAIGHT(NO_CTRL),363,239,-4,-6,-4,6,-86.5
619,1,AUTO,STRAIGHT(NO_CTRL),363,239,-4,-6,-4,6,-86.5
637,1,AUTO,STRAIGHT(NO_CTRL),362,238,-5,-7,-5,7,-84.6
656,1,AUTO,STRAIGHT(NO_CTRL),362,238,-5,-7,-5,7,-84.6
674,1,AUTO,STRAIGHT(NO_CTRL),362,238,-5,-7,-5,7,-84.8
692,1,AUTO,STRAIGHT(NO_CTRL),362,238,-5,-7,-5,7,-84.8
710,1,AUTO,STRAIGHT(NO_CTRL),362,237,-5,-8,-5,8,-86.4
735,1,AUTO,STRAIGHT(NO_CTRL),362,237,-5,-8,-5,8,-86.4
755,1,AUTO,STRAIGHT(NO_CTRL),362,237,-5,-8,-5,8,-86.5
780,1,AUTO,STRAIGHT(NO_CTRL),361,236,-6,-9,-6,9,-84.6
796,1,AUTO,STRAIGHT(NO_CTRL),361,236,-6,-9,-6,9,-84.6
817,1,AUTO,STRAIGHT(NO_CTRL),361,235,-6,-10,-6,10,-84.6
834,1,AUTO,STRAIGHT(NO_CTRL),361,235,-6,-10,-6,10,-84.8
849,1,AUTO,STRAIGHT(NO_CTRL),361,235,-6,-10,-6,10,-84.8
867,1,AUTO,STRAIGHT(NO_CTRL),361,234,-6,-11,-6,11,-84.6
885,1,AUTO,STRAIGHT(NO_CTRL),361,234,-6,-11,-6,11,-84.6
901,1,AUTO,STRAIGHT(NO_CTRL),360,233,-7,-12,-7,12,-84.6
917,1,AUTO,STRAIGHT(NO_CTRL),360,233,-7,-12,-7,12,-84.6
936,1,AUTO,STRAIGHT(NO_CTRL),360,232,-7,-13,-7,13,-84.6
953,1,AUTO,STRAIGHT(NO_CTRL),360,232,-7,-13,-7,13,-84.6
971,1,AUTO,STRAIGHT(NO_CTRL),360,232,-7,-13,-7,13,-84.8
989,1,AUTO,STRAIGHT(NO_CTRL),360,232,-7,-13,-7,13,-84.8
1007,1,AUTO,STRAIGHT(NO_CTRL),359,231,-8,-14,-8,14,-83.1
1024,1,AUTO,STRAIGHT(NO_CTRL),359,230,-8,-15,-8,15,-82.9
1039,1,AUTO,STRAIGHT(NO_CTRL),359,230,-8,-15,-8,15,-82.9
1064,1,AUTO,STRAIGHT(NO_CTRL),359,230,-8,-15,-8,15,-82.9
1081,1,AUTO,STRAIGHT(NO_CTRL),359,229,-8,-16,-8,16,-82.9
1097,1,AUTO,STRAIGHT(NO_CTRL),359,229,-8,-16,-8,16,-82.9
1116,1,AUTO,STRAIGHT(NO_CTRL),359,228,-8,-17,-8,17,-82.9
1136,1,AUTO,STRAIGHT(NO_CTRL),358,228,-9,-17,-9,17,-81.4
1153,1,AUTO,STRAIGHT(NO_CTRL),358,228,-9,-17,-9,17,-81.4
1171,1,AUTO,STRAIGHT(NO_CTRL),358,226,-9,-19,-9,19,-81.1
1190,1,AUTO,STRAIGHT(NO_CTRL),358,226,-9,-19,-9,19,-81.1
1208,1,AUTO,STRAIGHT(NO_CTRL),358,226,-9,-19,-9,19,-81.4
1225,1,AUTO,STRAIGHT(NO_CTRL),358,226,-9,-19,-9,19,-81.4
1243,1,AUTO,STRAIGHT(NO_CTRL),357,225,-10,-20,-10,20,-79.7
1262,1,AUTO,STRAIGHT(NO_CTRL),357,225,-10,-20,-10,20,-79.7
1291,1,AUTO,STRAIGHT(NO_CTRL),357,224,-10,-21,-10,21,-79.7
1314,1,AUTO,STRAIGHT(NO_CTRL),357,223,-10,-22,-10,22,-79.7
1330,1,AUTO,STRAIGHT(NO_CTRL),357,222,-10,-23,-10,23,-79.4
1347,1,AUTO,STRAIGHT(NO_CTRL),357,222,-10,-23,-10,23,-79.4
1365,1,AUTO,STRAIGHT(NO_CTRL),356,221,-11,-24,-11,24,-79.4
1383,1,AUTO,STRAIGHT(NO_CTRL),356,221,-11,-24,-11,24,-79.4
1403,1,AUTO,STRAIGHT(NO_CTRL),356,220,-11,-25,-11,25,-79.4
1418,1,AUTO,STRAIGHT(NO_CTRL),356,220,-11,-25,-11,25,-79.4
1436,1,AUTO,STRAIGHT(NO_CTRL),356,220,-11,-25,-11,25,-79.7
1454,1,AUTO,STRAIGHT(NO_CTRL),356,220,-11,-25,-11,25,-79.7
1471,1,AUTO,STRAIGHT(NO_CTRL),356,219,-11,-26,-11,26,-79.7
1490,1,AUTO,STRAIGHT(NO_CTRL),356,219,-11,-26,-11,26,-79.7
1509,1,AUTO,STRAIGHT(NO_CTRL),355,218,-12,-27,-12,27,-77.7
1526,1,AUTO,STRAIGHT(NO_CTRL),355,218,-12,-27,-12,27,-77.7
1544,1,AUTO,STRAIGHT(NO_CTRL),355,217,-12,-28,-12,28,-77.7
1561,1,AUTO,STRAIGHT(NO_CTRL),355,217,-12,-28,-12,28,-77.7
1580,1,AUTO,STRAIGHT(NO_CTRL),355,216,-12,-29,-12,29,-77.7
1597,1,AUTO,STRAIGHT(NO_CTRL),355,216,-12,-29,-12,29,-77.7
1616,1,AUTO,STRAIGHT(NO_CTRL),354,216,-13,-29,-13,29,-76.4
