Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
15,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
30,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
46,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
61,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
78,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
95,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,90
110,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,90
128,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,90
144,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,90
162,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,90
178,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
194,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
213,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
228,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,90
244,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,90
263,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,90
279,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,90
295,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
311,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
328,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
348,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
372,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
389,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
405,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
420,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
435,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
450,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
466,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
480,1,AUTO,STRAIGHT(NO_CTRL),369,254,0,0,0,0,88
496,1,AUTO,STRAIGHT(NO_CTRL),368,253,-1,-1,1,-1,90
511,1,AUTO,STRAIGHT(NO_CTRL),368,253,-1,-1,1,-1,90
530,1,AUTO,STRAIGHT(NO_CTRL),368,253,-1,-1,1,-1,90
545,1,AUTO,STRAIGHT(NO_CTRL),368,253,-1,-1,1,-1,90
561,1,AUTO,STRAIGHT(NO_CTRL),368,253,-1,-1,1,-1,90
579,1,AUTO,STRAIGHT(NO_CTRL),368,253,-1,-1,1,-1,90
594,1,AUTO,STRAIGHT(NO_CTRL),368,253,-1,-1,1,-1,90
611,1,AUTO,STRAIGHT(NO_CTRL),368,253,-1,-1,1,-1,90
628,1,AUTO,STRAIGHT(NO_CTRL),367,252,-2,-2,1.9,-2.1,90
644,1,AUTO,STRAIGHT(NO_CTRL),367,252,-2,-2,1.9,-2.1,90
662,1,AUTO,STRAIGHT(NO_CTRL),367,252,-2,-2,1.9,-2.1,90
678,1,AUTO,STRAIGHT(NO_CTRL),367,252,-2,-2,1.9,-2.1,90
695,1,AUTO,STRAIGHT(NO_CTRL),368,252,-1,-2,0.9,-2,93.9
710,1,AUTO,STRAIGHT(NO_CTRL),368,252,-1,-2,0.9,-2,93.9
727,1,AUTO,STRAIGHT(NO_CTRL),368,252,-1,-2,0.9,-2,93.9
744,1,AUTO,STRAIGHT(NO_CTRL),368,252,-1,-2,0.9,-2,93.9
761,1,AUTO,STRAIGHT(NO_CTRL),368,251,-1,-3,0.9,-3,92.1
777,1,AUTO,STRAIGHT(NO_CTRL),368,251,-1,-3,0.9,-3,92.1
794,1,AUTO,STRAIGHT(NO_CTRL),368,251,-1,-3,0.9,-3,92.1
813,1,AUTO,STRAIGHT(NO_CTRL),368,251,-1,-3,0.9,-3,92.1
835,1,AUTO,STRAIGHT(NO_CTRL),369,250,0,-4,-0.1,-4,93.9
853,1,AUTO,STRAIGHT(NO_CTRL),369,250,0,-4,-0.1,-4,93.9
