Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,83.7
17,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,83.7
32,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.9
53,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.9
68,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.9
82,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.9
97,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
115,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
132,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
148,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
165,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
182,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
199,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
215,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
232,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
248,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
265,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
282,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
298,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
316,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
330,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
349,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
365,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
381,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
398,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
415,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
432,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
452,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
479,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
495,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
510,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
527,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
542,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
559,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
574,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
589,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
604,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
621,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
636,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
650,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
664,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
682,1,AUTO,STRAIGHT(NO_CTRL),388,253,1,0,-1,0.1,83.7
698,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
715,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
731,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
749,1,AUTO,STRAIGHT(NO_CTRL),387,253,0,0,0,0,81.6
