Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
16,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
33,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
51,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
66,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
83,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
100,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
117,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
133,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
150,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
165,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
183,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
200,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
218,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
233,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
267,1,AUTO,STRAIGHT(NO_CTRL),287,226,0,0,0,0,-92.1
285,1,AUTO,STRAIGHT(NO_CTRL),287,227,0,1,0,-1,-92.1
300,1,AUTO,STRAIGHT(NO_CTRL),287,227,0,1,0,-1,-92.1
317,1,AUTO,STRAIGHT(NO_CTRL),287,227,0,1,0,-1,-92.1
332,1,AUTO,STRAIGHT(NO_CTRL),287,227,0,1,0,-1,-92.1
350,1,AUTO,STRAIGHT(NO_CTRL),287,228,0,2,-0.1,-2,-90
366,1,AUTO,STRAIGHT(NO_CTRL),287,228,0,2,-0.1,-2,-90
383,1,AUTO,STRAIGHT(NO_CTRL),287,228,0,2,-0.1,-2,-90
400,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92
416,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92
433,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92
450,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92
466,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92.1
483,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92.1
500,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92.1
516,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92.1
534,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92.1
549,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92.1
566,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92.1
583,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92.1
600,1,AUTO,STRAIGHT(NO_CTRL),288,228,1,2,0.9,-2,-92.1
616,1,AUTO,STRAIGHT(NO_CTRL),288,229,1,3,0.9,-3,-92
634,1,AUTO,STRAIGHT(NO_CTRL),288,229,1,3,0.9,-3,-92
649,1,AUTO,STRAIGHT(NO_CTRL),288,229,1,3,0.9,-3,-92
668,1,AUTO,STRAIGHT(NO_CTRL),288,229,1,3,0.9,-3,-92
684,1,AUTO,STRAIGHT(NO_CTRL),288,229,1,3,0.9,-3,-92.1
699,1,AUTO,STRAIGHT(NO_CTRL),288,229,1,3,0.9,-3,-92.1
718,1,AUTO,STRAIGHT(NO_CTRL),288,229,1,3,0.9,-3,-92.1
742,1,AUTO,STRAIGHT(NO_CTRL),288,230,1,4,0.9,-4,-92
757,1,AUTO,STRAIGHT(NO_CTRL),288,230,1,4,0.9,-4,-92
774,1,AUTO,STRAIGHT(NO_CTRL),288,230,1,4,0.9,-4,-92
789,1,AUTO,STRAIGHT(NO_CTRL),288,230,1,4,0.9,-4,-92
804,1,AUTO,STRAIGHT(NO_CTRL),288,230,1,4,0.9,-4,-92.1
819,1,AUTO,STRAIGHT(NO_CTRL),288,230,1,4,0.9,-4,-92.1
833,1,AUTO,STRAIGHT(NO_CTRL),288,230,1,4,0.9,-4,-92.1
851,1,AUTO,STRAIGHT(NO_CTRL),288,230,1,4,0.9,-4,-92.1
865,1,AUTO,STRAIGHT(NO_CTRL),288,231,1,5,0.8,-5,-92.1
883,1,AUTO,STRAIGHT(NO_CTRL),288,231,1,5,0.8,-5,-92.1
900,1,AUTO,STRAIGHT(NO_CTRL),288,231,1,5,0.8,-5,-92.1
916,1,AUTO,STRAIGHT(NO_CTRL),288,231,1,5,0.8,-5,-92.1
934,1,AUTO,STRAIGHT(NO_CTRL),288,231,1,5,0.8,-5,-92.1
949,1,AUTO,STRAIGHT(NO_CTRL),288,232,1,6,0.8,-6,-92.1
966,1,AUTO,STRAIGHT(NO_CTRL),288,232,1,6,0.8,-6,-92.1
983,1,AUTO,STRAIGHT(NO_CTRL),288,232,1,6,0.8,-6,-92.1
1001,1,AUTO,STRAIGHT(NO_CTRL),288,232,1,6,0.8,-6,-92.1
1016,1,AUTO,STRAIGHT(NO_CTRL),287,232,0,6,-0.2,-6,-90
1034,1,AUTO,STRAIGHT(NO_CTRL),287,232,0,6,-0.2,-6,-90
1049,1,AUTO,STRAIGHT(NO_CTRL),287,232,0,6,-0.2,-6,-90
1067,1,AUTO,STRAIGHT(NO_CTRL),287,232,0,6,-0.2,-6,-90
1084,1,AUTO,STRAIGHT(NO_CTRL),287,234,0,8,-0.3,-8,-90
1099,1,AUTO,STRAIGHT(NO_CTRL),287,234,0,8,-0.3,-8,-90
1117,1,AUTO,STRAIGHT(NO_CTRL),287,234,0,8,-0.3,-8,-90
1132,1,AUTO,STRAIGHT(NO_CTRL),287,234,0,8,-0.3,-8,-90
1150,1,AUTO,STRAIGHT(NO_CTRL),287,235,0,9,-0.3,-9,-90
1166,1,AUTO,STRAIGHT(NO_CTRL),287,235,0,9,-0.3,-9,-90
1184,1,AUTO,STRAIGHT(NO_CTRL),287,235,0,9,-0.3,-9,-90
1207,1,AUTO,STRAIGHT(NO_CTRL),287,235,0,9,-0.3,-9,-87.9
1224,1,AUTO,STRAIGHT(NO_CTRL),287,235,0,9,-0.3,-9,-87.9
1239,1,AUTO,STRAIGHT(NO_CTRL),287,235,0,9,-0.3,-9,-87.9
1253,1,AUTO,STRAIGHT(NO_CTRL),287,235,0,9,-0.3,-9,-87.9
1269,1,AUTO,STRAIGHT(NO_CTRL),287,236,0,10,-0.4,-10,-87.9
1283,1,AUTO,STRAIGHT(NO_CTRL),287,236,0,10,-0.4,-10,-87.9
1300,1,AUTO,STRAIGHT(NO_CTRL),287,236,0,10,-0.4,-10,-87.9
1316,1,AUTO,STRAIGHT(NO_CTRL),287,236,0,10,-0.4,-10,-87.9
1333,1,AUTO,STRAIGHT(NO_CTRL),287,236,0,10,-0.4,-10,-87.9
1350,1,AUTO,STRAIGHT(NO_CTRL),287,237,0,11,-0.4,-11,-85.8
1365,1,AUTO,STRAIGHT(NO_CTRL),287,237,0,11,-0.4,-11,-85.8
1383,1,AUTO,STRAIGHT(NO_CTRL),287,237,0,11,-0.4,-11,-85.8
1400,1,AUTO,STRAIGHT(NO_CTRL),287,237,0,11,-0.4,-11,-85.8
1417,1,AUTO,STRAIGHT(NO_CTRL),287,238,0,12,-0.4,-12,-85.9
1433,1,AUTO,STRAIGHT(NO_CTRL),287,238,0,12,-0.4,-12,-85.9
1450,1,AUTO,STRAIGHT(NO_CTRL),287,238,0,12,-0.4,-12,-85.9
1467,1,AUTO,STRAIGHT(NO_CTRL),287,238,0,12,-0.4,-12,-85.9
1483,1,AUTO,STRAIGHT(NO_CTRL),287,239,0,13,-0.5,-13,-85.9
1500,1,AUTO,STRAIGHT(NO_CTRL),287,239,0,13,-0.5,-13,-85.9
1517,1,AUTO,STRAIGHT(NO_CTRL),287,239,0,13,-0.5,-13,-85.9
1532,1,AUTO,STRAIGHT(NO_CTRL),287,239,0,13,-0.5,-13,-85.9
1550,1,AUTO,STRAIGHT(NO_CTRL),287,240,0,14,-0.5,-14,-85.9
1567,1,AUTO,STRAIGHT(NO_CTRL),287,240,0,14,-0.5,-14,-85.9
1583,1,AUTO,STRAIGHT(NO_CTRL),287,240,0,14,-0.5,-14,-85.9
1599,1,AUTO,STRAIGHT(NO_CTRL),287,241,0,15,-0.6,-15,-83.9
1616,1,AUTO,STRAIGHT(NO_CTRL),287,241,0,15,-0.6,-15,-83.9
1633,1,AUTO,STRAIGHT(NO_CTRL),287,241,0,15,-0.6,-15,-83.9
1650,1,AUTO,STRAIGHT(NO_CTRL),287,241,0,15,-0.6,-15,-83.9
1674,1,AUTO,STRAIGHT(NO_CTRL),287,241,0,15,-0.6,-15,-83.7
1691,1,AUTO,STRAIGHT(NO_CTRL),287,241,0,15,-0.6,-15,-83.7
1705,1,AUTO,STRAIGHT(NO_CTRL),287,241,0,15,-0.6,-15,-83.7
1720,1,AUTO,STRAIGHT(NO_CTRL),287,241,0,15,-0.6,-15,-83.7
1735,1,AUTO,STRAIGHT(NO_CTRL),287,241,0,15,-0.6,-15,-83.7
1751,1,AUTO,STRAIGHT(NO_CTRL),288,243,1,17,0.4,-17,-85.9
1765,1,AUTO,STRAIGHT(NO_CTRL),288,243,1,17,0.4,-17,-85.9
1783,1,AUTO,STRAIGHT(NO_CTRL),288,243,1,17,0.4,-17,-85.9
1800,1,AUTO,STRAIGHT(NO_CTRL),288,243,1,17,0.4,-17,-85.9
1815,1,AUTO,STRAIGHT(NO_CTRL),287,243,0,17,-0.6,-17,-83.7
1833,1,AUTO,STRAIGHT(NO_CTRL),287,243,0,17,-0.6,-17,-83.7
1849,1,AUTO,STRAIGHT(NO_CTRL),287,243,0,17,-0.6,-17,-83.7
1867,1,AUTO,STRAIGHT(NO_CTRL),287,243,0,17,-0.6,-17,-83.7
1883,1,AUTO,STRAIGHT(NO_CTRL),288,244,1,18,0.3,-18,-83.7
1899,1,AUTO,STRAIGHT(NO_CTRL),288,244,1,18,0.3,-18,-83.7
1916,1,AUTO,STRAIGHT(NO_CTRL),288,244,1,18,0.3,-18,-83.7
1933,1,AUTO,STRAIGHT(NO_CTRL),288,244,1,18,0.3,-18,-83.7
1950,1,AUTO,STRAIGHT(NO_CTRL),288,246,1,20,0.3,-20,-83.9
1965,1,AUTO,STRAIGHT(NO_CTRL),288,246,1,20,0.3,-20,-83.9
1984,1,AUTO,STRAIGHT(NO_CTRL),288,246,1,20,0.3,-20,-83.9
1999,1,AUTO,STRAIGHT(NO_CTRL),288,246,1,20,0.3,-20,-81.6
2017,1,AUTO,STRAIGHT(NO_CTRL),288,246,1,20,0.3,-20,-81.6
2033,1,AUTO,STRAIGHT(NO_CTRL),288,246,1,20,0.3,-20,-81.6
2050,1,AUTO,STRAIGHT(NO_CTRL),288,246,1,20,0.3,-20,-81.6
2066,1,AUTO,STRAIGHT(NO_CTRL),288,246,1,20,0.3,-20,-81.6
2084,1,AUTO,STRAIGHT(NO_CTRL),289,247,2,21,1.2,-21.1,-81.6
2098,1,AUTO,STRAIGHT(NO_CTRL),289,247,2,21,1.2,-21.1,-81.6
2117,1,AUTO,STRAIGHT(NO_CTRL),289,247,2,21,1.2,-21.1,-81.6
2141,1,AUTO,STRAIGHT(NO_CTRL),290,248,3,22,2.2,-22.1,-81.6
2156,1,AUTO,STRAIGHT(NO_CTRL),290,248,3,22,2.2,-22.1,-81.6
2173,1,AUTO,STRAIGHT(NO_CTRL),290,248,3,22,2.2,-22.1,-81.6
2187,1,AUTO,STRAIGHT(NO_CTRL),290,248,3,22,2.2,-22.1,-81.6
2202,1,AUTO,STRAIGHT(NO_CTRL),290,248,3,22,2.2,-22.1,-81.6
2217,1,AUTO,STRAIGHT(NO_CTRL),290,250,3,24,2.1,-24.1,-79.9
2234,1,AUTO,STRAIGHT(NO_CTRL),290,250,3,24,2.1,-24.1,-79.9
2249,1,AUTO,STRAIGHT(NO_CTRL),290,250,3,24,2.1,-24.1,-79.9
2267,1,AUTO,STRAIGHT(NO_CTRL),290,250,3,24,2.1,-24.1,-79.9
2283,1,AUTO,STRAIGHT(NO_CTRL),290,251,3,25,2.1,-25.1,-79.9
2300,1,AUTO,STRAIGHT(NO_CTRL),290,251,3,25,2.1,-25.1,-79.9
2316,1,AUTO,STRAIGHT(NO_CTRL),290,251,3,25,2.1,-25.1,-79.9
2333,1,AUTO,STRAIGHT(NO_CTRL),290,251,3,25,2.1,-25.1,-79.9
2350,1,AUTO,STRAIGHT(NO_CTRL),290,252,3,26,2,-26.1,-79.9
2365,1,AUTO,STRAIGHT(NO_CTRL),290,252,3,26,2,-26.1,-79.9
2383,1,AUTO,STRAIGHT(NO_CTRL),290,252,3,26,2,-26.1,-79.9
2399,1,AUTO,STRAIGHT(NO_CTRL),290,253,3,27,2,-27.1,-81.6
2416,1,AUTO,STRAIGHT(NO_CTRL),290,253,3,27,2,-27.1,-81.6
2433,1,AUTO,STRAIGHT(NO_CTRL),290,253,3,27,2,-27.1,-81.6
2450,1,AUTO,STRAIGHT(NO_CTRL),290,253,3,27,2,-27.1,-81.6
2467,1,AUTO,STRAIGHT(NO_CTRL),290,253,3,27,2,-27.1,-81.6
2483,1,AUTO,STRAIGHT(NO_CTRL),290,254,3,28,2,-28.1,-79.5
2500,1,AUTO,STRAIGHT(NO_CTRL),290,254,3,28,2,-28.1,-79.5
2516,1,AUTO,STRAIGHT(NO_CTRL),290,254,3,28,2,-28.1,-79.5
2534,1,AUTO,STRAIGHT(NO_CTRL),290,254,3,28,2,-28.1,-79.5
2550,1,AUTO,STRAIGHT(NO_CTRL),289,255,2,29,0.9,-29.1,-77.5
2567,1,AUTO,STRAIGHT(NO_CTRL),289,255,2,29,0.9,-29.1,-77.5
2584,1,AUTO,STRAIGHT(NO_CTRL),289,255,2,29,0.9,-29.1,-77.5
2600,1,AUTO,STRAIGHT(NO_CTRL),289,255,2,29,0.9,-29.1,-77.5
2623,1,AUTO,STRAIGHT(NO_CTRL),290,256,3,30,1.9,-30.1,-79.5
2640,1,AUTO,STRAIGHT(NO_CTRL),290,256,3,30,1.9,-30.1,-79.5
2654,1,AUTO,STRAIGHT(NO_CTRL),290,256,3,30,1.9,-30.1,-79.5
2669,1,AUTO,STRAIGHT(NO_CTRL),290,256,3,30,1.9,-30.1,-79.5
2684,1,AUTO,STRAIGHT(NO_CTRL),290,257,3,31,1.9,-31.1,-77.5
2698,1,AUTO,STRAIGHT(NO_CTRL),290,257,3,31,1.9,-31.1,-77.5
2717,1,AUTO,STRAIGHT(NO_CTRL),290,257,3,31,1.9,-31.1,-77.5
2732,1,AUTO,STRAIGHT(NO_CTRL),290,257,3,31,1.9,-31.1,-77.5
2750,1,AUTO,STRAIGHT(NO_CTRL),290,259,3,33,1.8,-33.1,-77.5
2766,1,AUTO,STRAIGHT(NO_CTRL),290,259,3,33,1.8,-33.1,-77.5
2783,1,AUTO,STRAIGHT(NO_CTRL),290,259,3,33,1.8,-33.1,-77.5
2801,1,AUTO,STRAIGHT(NO_CTRL),290,260,3,34,1.7,-34.1,-77.9
2816,1,AUTO,STRAIGHT(NO_CTRL),290,260,3,34,1.7,-34.1,-77.9
2833,1,AUTO,STRAIGHT(NO_CTRL),290,260,3,34,1.7,-34.1,-77.9
2850,1,AUTO,STRAIGHT(NO_CTRL),290,260,3,34,1.7,-34.1,-77.9
2867,1,AUTO,STRAIGHT(NO_CTRL),290,260,3,34,1.7,-34.1,-77.9
2883,1,AUTO,STRAIGHT(NO_CTRL),290,261,3,35,1.7,-35.1,-77
2900,1,AUTO,STRAIGHT(NO_CTRL),290,261,3,35,1.7,-35.1,-77
2915,1,AUTO,STRAIGHT(NO_CTRL),290,261,3,35,1.7,-35.1,-77
2934,1,AUTO,STRAIGHT(NO_CTRL),290,261,3,35,1.7,-35.1,-77
2949,1,AUTO,STRAIGHT(NO_CTRL),291,262,4,36,2.7,-36.1,-79.1
2967,1,AUTO,STRAIGHT(NO_CTRL),291,262,4,36,2.7,-36.1,-79.1
2984,1,AUTO,STRAIGHT(NO_CTRL),291,262,4,36,2.7,-36.1,-79.1
3000,1,AUTO,STRAIGHT(NO_CTRL),291,262,4,36,2.7,-36.1,-79.1
3017,1,AUTO,STRAIGHT(NO_CTRL),290,264,3,38,1.6,-38.1,-77.5
3034,1,AUTO,STRAIGHT(NO_CTRL),290,264,3,38,1.6,-38.1,-77.5
3049,1,AUTO,STRAIGHT(NO_CTRL),290,264,3,38,1.6,-38.1,-77.5
3068,1,AUTO,STRAIGHT(NO_CTRL),290,264,3,38,1.6,-38.1,-77.5
3084,1,AUTO,STRAIGHT(NO_CTRL),290,265,3,39,1.6,-39.1,-77.5
3102,1,AUTO,STRAIGHT(NO_CTRL),290,265,3,39,1.6,-39.1,-77.5
3117,1,AUTO,STRAIGHT(NO_CTRL),290,265,3,39,1.6,-39.1,-77.5
3139,1,AUTO,STRAIGHT(NO_CTRL),290,267,3,41,1.5,-41.1,-77.5
3153,1,AUTO,STRAIGHT(NO_CTRL),290,267,3,41,1.5,-41.1,-77.5
3168,1,AUTO,STRAIGHT(NO_CTRL),290,267,3,41,1.5,-41.1,-77.5
3183,1,AUTO,STRAIGHT(NO_CTRL),290,267,3,41,1.5,-41.1,-77.5
3201,1,AUTO,STRAIGHT(NO_CTRL),289,268,2,42,0.4,-42,-76.4
3216,1,AUTO,STRAIGHT(NO_CTRL),289,268,2,42,0.4,-42,-76.4
3235,1,AUTO,STRAIGHT(NO_CTRL),289,268,2,42,0.4,-42,-76.4
3250,1,AUTO,STRAIGHT(NO_CTRL),289,268,2,42,0.4,-42,-76.4
3266,1,AUTO,STRAIGHT(NO_CTRL),289,268,2,42,0.4,-42,-76.4
3284,1,AUTO,STRAIGHT(NO_CTRL),290,269,3,43,1.4,-43.1,-77.5
3299,1,AUTO,STRAIGHT(NO_CTRL),290,269,3,43,1.4,-43.1,-77.5
3316,1,AUTO,STRAIGHT(NO_CTRL),290,269,3,43,1.4,-43.1,-77.5
3335,1,AUTO,STRAIGHT(NO_CTRL),290,269,3,43,1.4,-43.1,-77.5
3352,1,AUTO,STRAIGHT(NO_CTRL),290,271,3,45,1.3,-45.1,-77.9
3369,1,AUTO,STRAIGHT(NO_CTRL),290,271,3,45,1.3,-45.1,-77.9
3384,1,AUTO,STRAIGHT(NO_CTRL),290,271,3,45,1.3,-45.1,-77.9
3400,1,AUTO,STRAIGHT(NO_CTRL),290,271,3,45,1.3,-45.1,-77.9
3418,1,AUTO,STRAIGHT(NO_CTRL),290,272,3,46,1.3,-46.1,-75.5
3432,1,AUTO,STRAIGHT(NO_CTRL),290,272,3,46,1.3,-46.1,-75.5
3451,1,AUTO,STRAIGHT(NO_CTRL),290,272,3,46,1.3,-46.1,-75.5
3466,1,AUTO,STRAIGHT(NO_CTRL),290,272,3,46,1.3,-46.1,-75.5
3485,1,AUTO,STRAIGHT(NO_CTRL),290,274,3,48,1.2,-48.1,-74.9
3500,1,AUTO,STRAIGHT(NO_CTRL),290,274,3,48,1.2,-48.1,-74.9
3518,1,AUTO,STRAIGHT(NO_CTRL),290,274,3,48,1.2,-48.1,-74.9
3535,1,AUTO,STRAIGHT(NO_CTRL),291,275,4,49,2.2,-49.1,-77
3551,1,AUTO,STRAIGHT(NO_CTRL),291,275,4,49,2.2,-49.1,-77
3575,1,AUTO,STRAIGHT(NO_CTRL),291,275,4,49,2.2,-49.1,-77
3592,1,AUTO,STRAIGHT(NO_CTRL),291,275,4,49,2.2,-49.1,-77
3609,1,AUTO,STRAIGHT(NO_CTRL),290,277,3,51,1.1,-51.1,-73.5
3623,1,AUTO,STRAIGHT(NO_CTRL),290,277,3,51,1.1,-51.1,-73.5
3638,1,AUTO,STRAIGHT(NO_CTRL),290,277,3,51,1.1,-51.1,-73.5
3653,1,AUTO,STRAIGHT(NO_CTRL),290,277,3,51,1.1,-51.1,-73.5
3668,1,AUTO,STRAIGHT(NO_CTRL),290,277,3,51,1.1,-51.1,-73.5
3683,1,AUTO,STRAIGHT(NO_CTRL),291,279,4,53,2,-53.1,-79.9
3700,1,AUTO,STRAIGHT(NO_CTRL),291,279,4,53,2,-53.1,-79.9
3716,1,AUTO,STRAIGHT(NO_CTRL),291,279,4,53,2,-53.1,-79.9
3734,1,AUTO,STRAIGHT(NO_CTRL),291,279,4,53,2,-53.1,-79.9
3748,1,AUTO,STRAIGHT(NO_CTRL),291,280,4,54,2,-54.1,-72.9
3766,1,AUTO,STRAIGHT(NO_CTRL),291,280,4,54,2,-54.1,-72.9
3783,1,AUTO,STRAIGHT(NO_CTRL),291,280,4,54,2,-54.1,-72.9
3800,1,AUTO,STRAIGHT(NO_CTRL),291,280,4,54,2,-54.1,-72.9
3816,1,AUTO,STRAIGHT(NO_CTRL),292,282,5,56,2.9,-56.1,-74.9
3833,1,AUTO,STRAIGHT(NO_CTRL),292,282,5,56,2.9,-56.1,-74.9
3850,1,AUTO,STRAIGHT(NO_CTRL),292,282,5,56,2.9,-56.1,-74.9
3867,1,AUTO,STRAIGHT(NO_CTRL),292,282,5,56,2.9,-56.1,-74.9
3883,1,AUTO,STRAIGHT(NO_CTRL),291,283,4,57,1.9,-57.1,-72.9
3898,1,AUTO,STRAIGHT(NO_CTRL),291,283,4,57,1.9,-57.1,-72.9
3916,1,AUTO,STRAIGHT(NO_CTRL),291,283,4,57,1.9,-57.1,-72.9
3933,1,AUTO,STRAIGHT(NO_CTRL),291,283,4,57,1.9,-57.1,-72.9
3950,1,AUTO,STRAIGHT(NO_CTRL),292,285,5,59,2.8,-59.1,-74.9
3967,1,AUTO,STRAIGHT(NO_CTRL),292,285,5,59,2.8,-59.1,-74.9
3983,1,AUTO,STRAIGHT(NO_CTRL),292,285,5,59,2.8,-59.1,-74.9
3999,1,AUTO,STRAIGHT(NO_CTRL),292,287,5,61,2.7,-61.1,-74.9
