Time(ms),Mode,TargetInput,ActualCommand,RawX,RawY,RelX,RelY
19,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
34,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
53,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
69,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
88,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
106,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
124,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
138,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
156,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
173,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
194,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
208,1,AUTO,STRAIGHT(NO_CTRL),236,311,0,0
235,1,AUTO,STRAIGHT(NO_CTRL),236,312,0,1
251,1,AUTO,STRAIGHT(NO_CTRL),236,312,0,1
269,1,AUTO,STRAIGHT(NO_CTRL),236,312,0,1
286,1,AUTO,STRAIGHT(NO_CTRL),236,312,0,1
304,1,AUTO,STRAIGHT(NO_CTRL),236,312,0,1
323,1,AUTO,STRAIGHT(NO_CTRL),238,313,2,2
343,1,AUTO,STRAIGHT(NO_CTRL),238,313,2,2
360,1,AUTO,STRAIGHT(NO_CTRL),238,313,2,2
376,1,AUTO,STRAIGHT(NO_CTRL),241,314,5,3
390,1,AUTO,STRAIGHT(NO_CTRL),241,314,5,3
407,1,AUTO,STRAIGHT(NO_CTRL),241,314,5,3
423,1,AUTO,STRAIGHT(NO_CTRL),241,314,5,3
442,1,AUTO,STRAIGHT(NO_CTRL),243,315,7,4
457,1,AUTO,STRAIGHT(NO_CTRL),243,315,7,4
475,1,AUTO,STRAIGHT(NO_CTRL),243,315,7,4
494,1,AUTO,STRAIGHT(NO_CTRL),243,315,7,4
514,1,AUTO,STRAIGHT(NO_CTRL),246,315,10,4
532,1,AUTO,STRAIGHT(NO_CTRL),246,315,10,4
551,1,AUTO,STRAIGHT(NO_CTRL),246,315,10,4
572,1,AUTO,STRAIGHT(NO_CTRL),246,315,10,4
591,1,AUTO,STRAIGHT(NO_CTRL),248,316,12,5
608,1,AUTO,STRAIGHT(NO_CTRL),248,316,12,5
626,1,AUTO,STRAIGHT(NO_CTRL),248,316,12,5
642,1,AUTO,STRAIGHT(NO_CTRL),250,317,14,6
659,1,AUTO,STRAIGHT(NO_CTRL),250,317,14,6
676,1,AUTO,STRAIGHT(NO_CTRL),250,317,14,6
699,1,AUTO,STRAIGHT(NO_CTRL),250,317,14,6
715,1,AUTO,STRAIGHT(NO_CTRL),252,318,16,7
731,1,AUTO,STRAIGHT(NO_CTRL),252,318,16,7
747,1,AUTO,STRAIGHT(NO_CTRL),252,318,16,7
771,1,AUTO,STRAIGHT(NO_CTRL),252,318,16,7
786,1,AUTO,STRAIGHT(NO_CTRL),254,320,18,9
802,1,AUTO,STRAIGHT(NO_CTRL),254,320,18,9
816,1,AUTO,STRAIGHT(NO_CTRL),254,320,18,9
832,1,AUTO,STRAIGHT(NO_CTRL),254,320,18,9
846,1,AUTO,STRAIGHT(NO_CTRL),256,321,20,10
864,1,AUTO,STRAIGHT(NO_CTRL),256,321,20,10
882,1,AUTO,STRAIGHT(NO_CTRL),256,321,20,10
900,1,AUTO,STRAIGHT(NO_CTRL),256,321,20,10
917,1,AUTO,STRAIGHT(NO_CTRL),258,322,22,11
936,1,AUTO,STRAIGHT(NO_CTRL),258,322,22,11
957,1,AUTO,STRAIGHT(NO_CTRL),258,322,22,11
981,1,AUTO,STRAIGHT(NO_CTRL),260,323,24,12
1000,1,AUTO,STRAIGHT(NO_CTRL),260,323,24,12
1017,1,AUTO,STRAIGHT(NO_CTRL),260,323,24,12
1032,1,AUTO,STRAIGHT(NO_CTRL),261,325,25,14
1047,1,AUTO,STRAIGHT(NO_CTRL),261,325,25,14
1061,1,AUTO,STRAIGHT(NO_CTRL),261,325,25,14
1080,1,AUTO,STRAIGHT(NO_CTRL),261,325,25,14
1095,1,AUTO,STRAIGHT(NO_CTRL),261,325,25,14
1111,1,AUTO,STRAIGHT(NO_CTRL),263,326,27,15
1127,1,AUTO,STRAIGHT(NO_CTRL),263,326,27,15
1144,1,AUTO,STRAIGHT(NO_CTRL),263,326,27,15
1163,1,AUTO,STRAIGHT(NO_CTRL),263,326,27,15
1188,1,AUTO,STRAIGHT(NO_CTRL),264,327,28,16
1204,1,AUTO,STRAIGHT(NO_CTRL),264,327,28,16
1223,1,AUTO,STRAIGHT(NO_CTRL),264,327,28,16
1240,1,AUTO,STRAIGHT(NO_CTRL),265,329,29,18
1259,1,AUTO,STRAIGHT(NO_CTRL),265,329,29,18
1275,1,AUTO,STRAIGHT(NO_CTRL),265,329,29,18
1300,1,AUTO,STRAIGHT(NO_CTRL),265,329,29,18
1316,1,AUTO,STRAIGHT(NO_CTRL),267,330,31,19
1332,1,AUTO,STRAIGHT(NO_CTRL),267,330,31,19
1347,1,AUTO,STRAIGHT(NO_CTRL),267,330,31,19
1363,1,AUTO,STRAIGHT(NO_CTRL),267,330,31,19
1382,1,AUTO,STRAIGHT(NO_CTRL),269,332,33,21
1399,1,AUTO,STRAIGHT(NO_CTRL),269,332,33,21
1413,1,AUTO,STRAIGHT(NO_CTRL),269,332,33,21
1431,1,AUTO,STRAIGHT(NO_CTRL),271,333,35,22
1445,1,AUTO,STRAIGHT(NO_CTRL),271,333,35,22
1463,1,AUTO,STRAIGHT(NO_CTRL),271,333,35,22
1479,1,AUTO,STRAIGHT(NO_CTRL),271,333,35,22
1496,1,AUTO,STRAIGHT(NO_CTRL),271,333,35,22
1513,1,AUTO,STRAIGHT(NO_CTRL),273,335,37,24
1529,1,AUTO,STRAIGHT(NO_CTRL),273,335,37,24
1546,1,AUTO,STRAIGHT(NO_CTRL),273,335,37,24
1567,1,AUTO,STRAIGHT(NO_CTRL),273,335,37,24
1587,1,AUTO,STRAIGHT(NO_CTRL),275,336,39,25
1604,1,AUTO,STRAIGHT(NO_CTRL),275,336,39,25
1624,1,AUTO,STRAIGHT(NO_CTRL),275,336,39,25
1644,1,AUTO,STRAIGHT(NO_CTRL),276,338,40,27
1661,1,AUTO,STRAIGHT(NO_CTRL),276,338,40,27
1685,1,AUTO,STRAIGHT(NO_CTRL),276,338,40,27
1700,1,AUTO,STRAIGHT(NO_CTRL),276,338,40,27
1724,1,AUTO,STRAIGHT(NO_CTRL),278,340,42,29
1738,1,AUTO,STRAIGHT(NO_CTRL),278,340,42,29
1756,1,AUTO,STRAIGHT(NO_CTRL),278,340,42,29
1772,1,AUTO,STRAIGHT(NO_CTRL),280,341,44,30
1788,1,AUTO,STRAIGHT(NO_CTRL),280,341,44,30
1802,1,AUTO,STRAIGHT(NO_CTRL),280,341,44,30
1821,1,AUTO,STRAIGHT(NO_CTRL),280,341,44,30
1836,1,AUTO,STRAIGHT(NO_CTRL),282,342,46,31
1852,1,AUTO,STRAIGHT(NO_CTRL),282,342,46,31
1868,1,AUTO,STRAIGHT(NO_CTRL),282,342,46,31
1884,1,AUTO,STRAIGHT(NO_CTRL),282,342,46,31
1898,1,AUTO,STRAIGHT(NO_CTRL),282,342,46,31
1916,1,AUTO,STRAIGHT(NO_CTRL),284,344,48,33
1930,1,AUTO,STRAIGHT(NO_CTRL),284,344,48,33
1946,1,AUTO,STRAIGHT(NO_CTRL),284,344,48,33
1961,1,AUTO,STRAIGHT(NO_CTRL),284,344,48,33
1979,1,AUTO,STRAIGHT(NO_CTRL),286,345,50,34
1994,1,AUTO,STRAIGHT(NO_CTRL),286,345,50,34
2014,1,AUTO,STRAIGHT(NO_CTRL),286,345,50,34
2032,1,AUTO,STRAIGHT(NO_CTRL),286,345,50,34
2052,1,AUTO,STRAIGHT(NO_CTRL),288,347,52,36
2068,1,AUTO,STRAIGHT(NO_CTRL),288,347,52,36
2087,1,AUTO,STRAIGHT(NO_CTRL),288,347,52,36
2102,1,AUTO,STRAIGHT(NO_CTRL),288,347,52,36
2120,1,AUTO,STRAIGHT(NO_CTRL),290,348,54,37
2139,1,AUTO,STRAIGHT(NO_CTRL),290,348,54,37
2160,1,AUTO,STRAIGHT(NO_CTRL),290,348,54,37
2177,1,AUTO,STRAIGHT(NO_CTRL),292,350,56,39
2210,1,AUTO,STRAIGHT(NO_CTRL),292,350,56,39
2228,1,AUTO,STRAIGHT(NO_CTRL),292,350,56,39
2248,1,AUTO,STRAIGHT(NO_CTRL),294,351,58,40
2266,1,AUTO,STRAIGHT(NO_CTRL),294,351,58,40
2282,1,AUTO,STRAIGHT(NO_CTRL),294,351,58,40
2297,1,AUTO,STRAIGHT(NO_CTRL),294,351,58,40
2314,1,AUTO,STRAIGHT(NO_CTRL),297,352,61,41
2328,1,AUTO,STRAIGHT(NO_CTRL),297,352,61,41
2345,1,AUTO,STRAIGHT(NO_CTRL),297,352,61,41
2362,1,AUTO,STRAIGHT(NO_CTRL),297,352,61,41
2379,1,AUTO,STRAIGHT(NO_CTRL),299,354,63,43
2393,1,AUTO,STRAIGHT(NO_CTRL),299,354,63,43
2409,1,AUTO,STRAIGHT(NO_CTRL),299,354,63,43
2424,1,AUTO,STRAIGHT(NO_CTRL),299,354,63,43
2443,1,AUTO,STRAIGHT(NO_CTRL),301,356,65,45
2459,1,AUTO,STRAIGHT(NO_CTRL),301,356,65,45
2475,1,AUTO,STRAIGHT(NO_CTRL),301,356,65,45
2490,1,AUTO,STRAIGHT(NO_CTRL),301,356,65,45
2509,1,AUTO,STRAIGHT(NO_CTRL),302,357,66,46
2525,1,AUTO,STRAIGHT(NO_CTRL),302,357,66,46
2544,1,AUTO,STRAIGHT(NO_CTRL),302,357,66,46
2558,1,AUTO,STRAIGHT(NO_CTRL),302,357,66,46
2578,1,AUTO,STRAIGHT(NO_CTRL),304,358,68,47
2596,1,AUTO,STRAIGHT(NO_CTRL),304,358,68,47
2614,1,AUTO,STRAIGHT(NO_CTRL),304,358,68,47
2631,1,AUTO,STRAIGHT(NO_CTRL),304,358,68,47
2654,1,AUTO,STRAIGHT(NO_CTRL),307,360,71,49
2670,1,AUTO,STRAIGHT(NO_CTRL),307,360,71,49
2687,1,AUTO,STRAIGHT(NO_CTRL),307,360,71,49
2703,1,AUTO,STRAIGHT(NO_CTRL),307,360,71,49
2721,1,AUTO,STRAIGHT(NO_CTRL),309,361,73,50
2736,1,AUTO,STRAIGHT(NO_CTRL),309,361,73,50
2757,1,AUTO,STRAIGHT(NO_CTRL),309,361,73,50
2771,1,AUTO,STRAIGHT(NO_CTRL),309,361,73,50
2799,1,AUTO,STRAIGHT(NO_CTRL),311,363,75,52
2815,1,AUTO,STRAIGHT(NO_CTRL),311,363,75,52
2836,1,AUTO,STRAIGHT(NO_CTRL),311,363,75,52
2853,1,AUTO,STRAIGHT(NO_CTRL),313,364,77,53
2876,1,AUTO,STRAIGHT(NO_CTRL),313,364,77,53
2893,1,AUTO,STRAIGHT(NO_CTRL),313,364,77,53
2912,1,AUTO,STRAIGHT(NO_CTRL),315,366,79,55
2927,1,AUTO,STRAIGHT(NO_CTRL),315,366,79,55
2944,1,AUTO,STRAIGHT(NO_CTRL),315,366,79,55
2959,1,AUTO,STRAIGHT(NO_CTRL),315,366,79,55
2977,1,AUTO,STRAIGHT(NO_CTRL),317,367,81,56
2992,1,AUTO,STRAIGHT(NO_CTRL),317,367,81,56
3010,1,AUTO,STRAIGHT(NO_CTRL),317,367,81,56
3025,1,AUTO,STRAIGHT(NO_CTRL),317,367,81,56
3042,1,AUTO,STRAIGHT(NO_CTRL),319,368,83,57
3057,1,AUTO,STRAIGHT(NO_CTRL),319,368,83,57
3074,1,AUTO,STOP,319,368,83,57
3092,1,AUTO,STOP,319,368,83,57
3110,1,AUTO,STOP,319,368,83,57
3132,1,AUTO,STOP,321,370,85,59
3163,1,AUTO,STOP,321,370,85,59
3177,1,AUTO,STOP,323,371,87,60
3192,1,AUTO,STOP,323,371,87,60
3207,1,AUTO,STOP,323,371,87,60
3225,1,AUTO,STOP,323,371,87,60
3243,1,AUTO,STOP,325,373,89,62
3261,1,AUTO,STOP,325,373,89,62
3280,1,AUTO,STOP,325,373,89,62
3305,1,AUTO,STOP,325,373,89,62
3321,1,AUTO,STOP,325,373,89,62
3340,1,AUTO,STOP,325,373,89,62
3356,1,AUTO,STOP,325,373,89,62
3374,1,AUTO,STOP,325,373,89,62
3389,1,AUTO,STOP,325,373,89,62
3409,1,AUTO,STOP,325,373,89,62
3425,1,AUTO,STOP,325,373,89,62
3445,1,AUTO,STOP,325,373,89,62
3462,1,AUTO,STOP,325,373,89,62
3482,1,AUTO,STOP,325,373,89,62
3498,1,AUTO,STOP,325,373,89,62
3517,1,AUTO,STOP,325,373,89,62
3531,1,AUTO,STOP,325,373,89,62
3551,1,AUTO,STOP,325,373,89,62
3573,1,AUTO,STOP,325,373,89,62
