Time(ms),Input,RawX,RawY,RelX,RelY
25,UP,138,143,0,0
56,UP,138,143,0,0
93,UP,138,143,0,0
113,UP,138,143,0,0
133,UP,138,143,0,0
148,UP,138,143,0,0
167,UP,138,143,0,0
183,UP,138,143,0,0
203,UP,138,143,0,0
220,UP,138,143,0,0
237,UP,138,143,0,0
254,UP,138,143,0,0
273,UP,138,143,0,0
289,UP,138,144,0,1
306,UP,138,144,0,1
323,UP,138,144,0,1
339,UP,139,144,1,1
357,UP,139,144,1,1
376,UP,139,144,1,1
394,UP,139,144,1,1
415,UP,139,144,1,1
433,UP,139,145,1,2
452,UP,139,145,1,2
471,UP,139,145,1,2
490,UP,140,145,2,2
507,UP,140,145,2,2
525,UP,140,145,2,2
544,UP,140,145,2,2
564,UP,141,146,3,3
597,UP,141,146,3,3
617,UP,141,146,3,3
638,UP,141,146,3,3
656,UP,141,146,3,3
678,UP,141,146,3,3
697,UP,142,147,4,4
717,UP,142,147,4,4
736,UP,142,147,4,4
752,UP,143,147,5,4
769,UP,143,147,5,4
788,UP,143,147,5,4
808,UP,143,147,5,4
824,UP,144,148,6,5
843,UP,144,148,6,5
862,UP,144,148,6,5
883,UP,144,148,6,5
899,UP,144,148,6,5
920,UP,144,148,6,5
941,UP,144,148,6,5
958,UP,145,149,7,6
976,UP,145,149,7,6
994,UP,145,149,7,6
1013,UP,145,149,7,6
1030,UP,146,150,8,7
1047,UP,146,150,8,7
1067,UP,146,150,8,7
1086,UP,147,150,9,7
1108,UP,147,150,9,7
1146,UP,148,150,10,7
1164,UP,148,150,10,7
1181,UP,148,150,10,7
1198,UP,148,150,10,7
1220,UP,148,150,10,7
1236,UP,149,151,11,8
1256,UP,149,151,11,8
1274,UP,149,151,11,8
1290,UP,149,151,11,8
1308,UP,149,151,11,8
1326,UP,149,151,11,8
1344,UP,149,151,11,8
1365,UP,150,152,12,9
1391,UP,150,152,12,9
1415,UP,150,152,12,9
1434,UP,151,152,13,9
1454,UP,151,152,13,9
1474,UP,151,152,13,9
1497,UP,152,153,14,10
1515,UP,152,153,14,10
1533,UP,152,153,14,10
1550,UP,153,153,15,10
1570,UP,153,153,15,10
1594,UP,153,153,15,10
1619,UP,153,153,15,10
1639,UP,154,153,16,10
1661,UP,154,153,16,10
1688,UP,154,153,16,10
1730,UP,154,154,16,11
1747,UP,154,154,16,11
1764,UP,156,154,18,11
1783,UP,156,154,18,11
1801,UP,156,154,18,11
1820,UP,156,154,18,11
1838,UP,156,154,18,11
1856,UP,156,154,18,11
1873,UP,156,154,18,11
1889,UP,158,155,20,12
1908,UP,158,155,20,12
1927,UP,158,155,20,12
1944,UP,158,155,20,12
1963,UP,158,155,20,12
1981,UP,158,155,20,12
2001,UP,158,155,20,12
2022,UP,158,155,20,12
2040,UP,160,155,22,12
2059,UP,160,155,22,12
2083,UP,160,155,22,12
2104,UP,161,155,23,12
2125,UP,161,155,23,12
2146,UP,161,155,23,12
2165,UP,162,156,24,13
2184,UP,162,156,24,13
2205,UP,162,156,24,13
2224,UP,163,156,25,13
2248,UP,163,156,25,13
2284,UP,164,156,26,13
2302,UP,164,156,26,13
2321,UP,164,156,26,13
2341,UP,164,156,26,13
2362,UP,165,156,27,13
2380,UP,165,156,27,13
2397,UP,165,156,27,13
2417,UP,165,156,27,13
2436,UP,166,156,28,13
2455,UP,166,156,28,13
2476,UP,166,156,28,13
2496,UP,167,156,29,13
2516,UP,167,156,29,13
2533,UP,167,156,29,13
2551,UP,168,157,30,14
2569,UP,168,157,30,14
2589,UP,168,157,30,14
2609,UP,168,157,30,14
2625,UP,169,157,31,14
2646,UP,169,157,31,14
2667,UP,169,157,31,14
2688,UP,170,157,32,14
2707,UP,170,157,32,14
2728,UP,170,157,32,14
2745,UP,170,158,32,15
2763,UP,170,158,32,15
2781,UP,170,158,32,15
2802,UP,170,158,32,15
2834,UP,171,158,33,15
2853,UP,171,158,33,15
2878,UP,171,158,33,15
2899,UP,172,158,34,15
2922,UP,172,158,34,15
2943,UP,172,158,34,15
2967,UP,173,158,35,15
2992,UP,173,158,35,15
3011,UP,173,158,35,15
