Time(ms),Mode,TargetInput,ActualCommand,RawX,RawY,RelX,RelY
15,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
32,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
48,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
65,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
81,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
99,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
117,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
131,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
148,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
167,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
182,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
199,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
216,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
231,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
249,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
264,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
283,1,AUTO,STRAIGHT(NO_CTRL),316,270,0,0
301,1,AUTO,STRAIGHT(NO_CTRL),316,269,0,-1
319,1,AUTO,STRAIGHT(NO_CTRL),316,269,0,-1
332,1,AUTO,STRAIGHT(NO_CTRL),316,269,0,-1
351,1,AUTO,STRAIGHT(NO_CTRL),316,269,0,-1
364,1,AUTO,STRAIGHT(NO_CTRL),316,269,0,-1
382,1,AUTO,STRAIGHT(NO_CTRL),316,269,0,-1
399,1,AUTO,STRAIGHT(NO_CTRL),316,269,0,-1
415,1,AUTO,STRAIGHT(NO_CTRL),316,269,0,-1
431,1,AUTO,STRAIGHT(NO_CTRL),317,268,1,-2
448,1,AUTO,STRAIGHT(NO_CTRL),317,268,1,-2
465,1,AUTO,STRAIGHT(NO_CTRL),317,268,1,-2
482,1,AUTO,STRAIGHT(NO_CTRL),317,268,1,-2
498,1,AUTO,STRAIGHT(NO_CTRL),317,268,1,-2
515,1,AUTO,STRAIGHT(NO_CTRL),317,268,1,-2
531,1,AUTO,STRAIGHT(NO_CTRL),317,268,1,-2
552,1,AUTO,STRAIGHT(NO_CTRL),317,268,1,-2
565,1,AUTO,STRAIGHT(NO_CTRL),317,267,1,-3
583,1,AUTO,STRAIGHT(NO_CTRL),317,267,1,-3
599,1,AUTO,STRAIGHT(NO_CTRL),317,267,1,-3
616,1,AUTO,STRAIGHT(NO_CTRL),317,267,1,-3
632,1,AUTO,STRAIGHT(NO_CTRL),318,267,2,-3
650,1,AUTO,STRAIGHT(NO_CTRL),318,267,2,-3
669,1,AUTO,STRAIGHT(NO_CTRL),318,267,2,-3
684,1,AUTO,STRAIGHT(NO_CTRL),318,267,2,-3
700,1,AUTO,STRAIGHT(NO_CTRL),319,267,3,-3
716,1,AUTO,STRAIGHT(NO_CTRL),319,267,3,-3
733,1,AUTO,STRAIGHT(NO_CTRL),319,267,3,-3
748,1,AUTO,STRAIGHT(NO_CTRL),319,267,3,-3
766,1,AUTO,STRAIGHT(NO_CTRL),320,266,4,-4
783,1,AUTO,STRAIGHT(NO_CTRL),320,266,4,-4
801,1,AUTO,STRAIGHT(NO_CTRL),320,266,4,-4
817,1,AUTO,STRAIGHT(NO_CTRL),320,266,4,-4
834,1,AUTO,STRAIGHT(NO_CTRL),321,266,5,-4
850,1,AUTO,STRAIGHT(NO_CTRL),321,266,5,-4
866,1,AUTO,STRAIGHT(NO_CTRL),321,266,5,-4
887,1,AUTO,STRAIGHT(NO_CTRL),321,266,5,-4
