Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
17,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
33,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
49,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
65,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
81,1,AUTO,STRAIGHT(NO_CTRL),385,314,0,1,0,-1,-92
96,1,AUTO,STRAIGHT(NO_CTRL),385,314,0,1,0,-1,-92
111,1,AUTO,STRAIGHT(NO_CTRL),385,314,0,1,0,-1,-92
129,1,AUTO,STRAIGHT(NO_CTRL),385,314,0,1,0,-1,-92
145,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
162,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
178,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
195,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
211,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
230,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
245,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
262,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
278,1,AUTO,STRAIGHT(NO_CTRL),385,313,0,0,0,0,-92.1
294,1,AUTO,STRAIGHT(NO_CTRL),384,313,-1,0,-1,0,-90
312,1,AUTO,STRAIGHT(NO_CTRL),384,313,-1,0,-1,0,-90
329,1,AUTO,STRAIGHT(NO_CTRL),384,313,-1,0,-1,0,-90
353,1,AUTO,STRAIGHT(NO_CTRL),385,314,0,1,0,-1,-92.5
369,1,AUTO,STRAIGHT(NO_CTRL),385,314,0,1,0,-1,-92.5
385,1,AUTO,STRAIGHT(NO_CTRL),385,314,0,1,0,-1,-92.5
400,1,AUTO,STRAIGHT(NO_CTRL),385,314,0,1,0,-1,-92.5
416,1,AUTO,STRAIGHT(NO_CTRL),384,315,-1,2,-1.1,-2,-92.1
431,1,AUTO,STRAIGHT(NO_CTRL),384,315,-1,2,-1.1,-2,-92.1
446,1,AUTO,STRAIGHT(NO_CTRL),384,315,-1,2,-1.1,-2,-92.1
462,1,AUTO,STRAIGHT(NO_CTRL),384,315,-1,2,-1.1,-2,-92.1
478,1,AUTO,STRAIGHT(NO_CTRL),383,316,-2,3,-2.1,-2.9,-90
495,1,AUTO,STRAIGHT(NO_CTRL),383,316,-2,3,-2.1,-2.9,-90
510,1,AUTO,STRAIGHT(NO_CTRL),383,316,-2,3,-2.1,-2.9,-90
529,1,AUTO,STRAIGHT(NO_CTRL),383,316,-2,3,-2.1,-2.9,-90
545,1,AUTO,STRAIGHT(NO_CTRL),382,317,-3,4,-3.1,-3.9,-90
561,1,AUTO,STRAIGHT(NO_CTRL),382,317,-3,4,-3.1,-3.9,-90
576,1,AUTO,STRAIGHT(NO_CTRL),382,317,-3,4,-3.1,-3.9,-90
595,1,AUTO,STRAIGHT(NO_CTRL),382,317,-3,4,-3.1,-3.9,-90
611,1,AUTO,STRAIGHT(NO_CTRL),382,317,-3,4,-3.1,-3.9,-90
628,1,AUTO,STRAIGHT(NO_CTRL),381,319,-4,6,-4.2,-5.8,-90
643,1,AUTO,STRAIGHT(NO_CTRL),381,319,-4,6,-4.2,-5.8,-90
662,1,AUTO,STRAIGHT(NO_CTRL),381,319,-4,6,-4.2,-5.8,-90
678,1,AUTO,STRAIGHT(NO_CTRL),381,319,-4,6,-4.2,-5.8,-90
694,1,AUTO,STRAIGHT(NO_CTRL),380,320,-5,7,-5.3,-6.8,-90
711,1,AUTO,STRAIGHT(NO_CTRL),380,320,-5,7,-5.3,-6.8,-90
728,1,AUTO,STRAIGHT(NO_CTRL),380,320,-5,7,-5.3,-6.8,-90
743,1,AUTO,STRAIGHT(NO_CTRL),380,320,-5,7,-5.3,-6.8,-90
