Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
15,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
58,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
81,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
99,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
114,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
132,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
149,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
166,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
182,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
198,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
215,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
232,1,AUTO,STRAIGHT(NO_CTRL),308,172,0,0,0,0,-94.2
249,1,AUTO,STRAIGHT(NO_CTRL),307,173,-1,1,-1.1,-0.9,-94.1
264,1,AUTO,STRAIGHT(NO_CTRL),307,173,-1,1,-1.1,-0.9,-94.1
282,1,AUTO,STRAIGHT(NO_CTRL),307,173,-1,1,-1.1,-0.9,-94.1
299,1,AUTO,STRAIGHT(NO_CTRL),307,173,-1,1,-1.1,-0.9,-94.1
316,1,AUTO,STRAIGHT(NO_CTRL),305,174,-3,2,-3.1,-1.8,-94.1
332,1,AUTO,STRAIGHT(NO_CTRL),305,174,-3,2,-3.1,-1.8,-94.1
348,1,AUTO,STRAIGHT(NO_CTRL),305,174,-3,2,-3.1,-1.8,-94.1
366,1,AUTO,STRAIGHT(NO_CTRL),305,174,-3,2,-3.1,-1.8,-94.1
382,1,AUTO,STRAIGHT(NO_CTRL),302,175,-6,3,-6.2,-2.5,-94.1
399,1,AUTO,STRAIGHT(NO_CTRL),302,175,-6,3,-6.2,-2.5,-94.1
414,1,AUTO,STRAIGHT(NO_CTRL),302,175,-6,3,-6.2,-2.5,-94.1
432,1,AUTO,STRAIGHT(NO_CTRL),302,175,-6,3,-6.2,-2.5,-94.1
448,1,AUTO,STRAIGHT(NO_CTRL),300,176,-8,4,-8.3,-3.4,-94.1
465,1,AUTO,STRAIGHT(NO_CTRL),300,176,-8,4,-8.3,-3.4,-94.1
481,1,AUTO,STRAIGHT(NO_CTRL),300,176,-8,4,-8.3,-3.4,-94.1
500,1,AUTO,STRAIGHT(NO_CTRL),300,176,-8,4,-8.3,-3.4,-94.1
516,1,AUTO,STRAIGHT(NO_CTRL),299,177,-9,5,-9.3,-4.3,-96.1
532,1,AUTO,STRAIGHT(NO_CTRL),299,177,-9,5,-9.3,-4.3,-96.1
557,1,AUTO,STRAIGHT(NO_CTRL),299,177,-9,5,-9.3,-4.3,-96.1
572,1,AUTO,STRAIGHT(NO_CTRL),299,177,-9,5,-9.3,-4.3,-96.1
589,1,AUTO,STRAIGHT(NO_CTRL),297,177,-11,5,-11.3,-4.2,-94.2
604,1,AUTO,STRAIGHT(NO_CTRL),297,177,-11,5,-11.3,-4.2,-94.2
619,1,AUTO,STRAIGHT(NO_CTRL),297,177,-11,5,-11.3,-4.2,-94.2
634,1,AUTO,STRAIGHT(NO_CTRL),297,177,-11,5,-11.3,-4.2,-94.2
650,1,AUTO,STRAIGHT(NO_CTRL),296,178,-12,6,-12.4,-5.1,-96.1
665,1,AUTO,STRAIGHT(NO_CTRL),296,178,-12,6,-12.4,-5.1,-96.1
682,1,AUTO,STRAIGHT(NO_CTRL),296,178,-12,6,-12.4,-5.1,-96.1
699,1,AUTO,STRAIGHT(NO_CTRL),296,178,-12,6,-12.4,-5.1,-96.1
715,1,AUTO,STRAIGHT(NO_CTRL),294,178,-14,6,-14.4,-4.9,-94.2
733,1,AUTO,STRAIGHT(NO_CTRL),294,178,-14,6,-14.4,-4.9,-94.2
749,1,AUTO,STRAIGHT(NO_CTRL),294,178,-14,6,-14.4,-4.9,-94.2
766,1,AUTO,STRAIGHT(NO_CTRL),294,178,-14,6,-14.4,-4.9,-94.2
783,1,AUTO,STRAIGHT(NO_CTRL),293,179,-15,7,-15.5,-5.9,-94.1
798,1,AUTO,STRAIGHT(NO_CTRL),293,179,-15,7,-15.5,-5.9,-94.1
816,1,AUTO,STRAIGHT(NO_CTRL),293,179,-15,7,-15.5,-5.9,-94.1
831,1,AUTO,STRAIGHT(NO_CTRL),293,179,-15,7,-15.5,-5.9,-94.1
849,1,AUTO,STRAIGHT(NO_CTRL),292,179,-16,7,-16.5,-5.8,-94.2
866,1,AUTO,STRAIGHT(NO_CTRL),292,179,-16,7,-16.5,-5.8,-94.2
882,1,AUTO,STRAIGHT(NO_CTRL),292,179,-16,7,-16.5,-5.8,-94.2
900,1,AUTO,STRAIGHT(NO_CTRL),292,179,-16,7,-16.5,-5.8,-94.2
916,1,AUTO,STRAIGHT(NO_CTRL),291,180,-17,8,-17.5,-6.7,-94.1
931,1,AUTO,STRAIGHT(NO_CTRL),291,180,-17,8,-17.5,-6.7,-94.1
949,1,AUTO,STRAIGHT(NO_CTRL),291,180,-17,8,-17.5,-6.7,-94.1
965,1,AUTO,STRAIGHT(NO_CTRL),291,180,-17,8,-17.5,-6.7,-94.1
982,1,AUTO,STRAIGHT(NO_CTRL),289,180,-19,8,-19.5,-6.6,-94.1
1000,1,AUTO,STRAIGHT(NO_CTRL),289,180,-19,8,-19.5,-6.6,-94.1
1022,1,AUTO,STRAIGHT(NO_CTRL),289,180,-19,8,-19.5,-6.6,-94.1
1039,1,AUTO,STRAIGHT(NO_CTRL),289,180,-19,8,-19.5,-6.6,-94.1
1055,1,AUTO,STRAIGHT(NO_CTRL),288,180,-20,8,-20.5,-6.5,-94.2
1071,1,AUTO,STRAIGHT(NO_CTRL),288,180,-20,8,-20.5,-6.5,-94.2
1086,1,AUTO,STRAIGHT(NO_CTRL),288,180,-20,8,-20.5,-6.5,-94.2
1100,1,AUTO,STRAIGHT(NO_CTRL),288,180,-20,8,-20.5,-6.5,-94.2
1115,1,AUTO,STRAIGHT(NO_CTRL),287,181,-21,9,-21.6,-7.4,-94.1
1132,1,AUTO,STRAIGHT(NO_CTRL),287,181,-21,9,-21.6,-7.4,-94.1
1149,1,AUTO,STRAIGHT(NO_CTRL),287,181,-21,9,-21.6,-7.4,-94.1
1164,1,AUTO,STRAIGHT(NO_CTRL),287,181,-21,9,-21.6,-7.4,-94.1
1182,1,AUTO,STRAIGHT(NO_CTRL),285,181,-23,9,-23.6,-7.3,-92.1
1199,1,AUTO,STRAIGHT(NO_CTRL),285,181,-23,9,-23.6,-7.3,-92.1
1215,1,AUTO,STRAIGHT(NO_CTRL),285,181,-23,9,-23.6,-7.3,-92.1
1231,1,AUTO,STRAIGHT(NO_CTRL),285,181,-23,9,-23.6,-7.3,-92.1
1250,1,AUTO,STRAIGHT(NO_CTRL),285,182,-23,10,-23.7,-8.3,-94.1
1265,1,AUTO,STRAIGHT(NO_CTRL),285,182,-23,10,-23.7,-8.3,-94.1
1282,1,AUTO,STRAIGHT(NO_CTRL),285,182,-23,10,-23.7,-8.3,-94.1
1301,1,AUTO,STRAIGHT(NO_CTRL),285,182,-23,10,-23.7,-8.3,-94.1
1316,1,AUTO,STRAIGHT(NO_CTRL),283,182,-25,10,-25.7,-8.1,-92
1331,1,AUTO,STRAIGHT(NO_CTRL),283,182,-25,10,-25.7,-8.1,-92
1349,1,AUTO,STRAIGHT(NO_CTRL),283,182,-25,10,-25.7,-8.1,-92
1365,1,AUTO,STRAIGHT(NO_CTRL),283,182,-25,10,-25.7,-8.1,-92
1381,1,AUTO,STRAIGHT(NO_CTRL),281,182,-27,10,-27.7,-8,-90
1399,1,AUTO,STRAIGHT(NO_CTRL),281,182,-27,10,-27.7,-8,-90
1414,1,AUTO,STRAIGHT(NO_CTRL),281,182,-27,10,-27.7,-8,-90
1432,1,AUTO,STRAIGHT(NO_CTRL),281,182,-27,10,-27.7,-8,-90
1448,1,AUTO,STRAIGHT(NO_CTRL),281,182,-27,10,-27.7,-8,-92.1
1465,1,AUTO,STRAIGHT(NO_CTRL),281,182,-27,10,-27.7,-8,-92.1
1489,1,AUTO,STRAIGHT(NO_CTRL),281,182,-27,10,-27.7,-8,-92.1
1505,1,AUTO,STRAIGHT(NO_CTRL),279,183,-29,11,-29.7,-8.8,-90
1520,1,AUTO,STRAIGHT(NO_CTRL),279,183,-29,11,-29.7,-8.8,-90
1535,1,AUTO,STRAIGHT(NO_CTRL),279,183,-29,11,-29.7,-8.8,-90
1550,1,AUTO,STRAIGHT(NO_CTRL),279,183,-29,11,-29.7,-8.8,-90
1565,1,AUTO,STRAIGHT(NO_CTRL),279,183,-29,11,-29.7,-8.8,-90
1581,1,AUTO,STRAIGHT(NO_CTRL),278,183,-30,11,-30.7,-8.8,-92
1598,1,AUTO,STRAIGHT(NO_CTRL),278,183,-30,11,-30.7,-8.8,-92
1615,1,AUTO,STRAIGHT(NO_CTRL),278,183,-30,11,-30.7,-8.8,-92
1630,1,AUTO,STRAIGHT(NO_CTRL),278,183,-30,11,-30.7,-8.8,-92
1649,1,AUTO,STRAIGHT(NO_CTRL),276,183,-32,11,-32.7,-8.6,-90
1664,1,AUTO,STRAIGHT(NO_CTRL),276,183,-32,11,-32.7,-8.6,-90
1682,1,AUTO,STRAIGHT(NO_CTRL),276,183,-32,11,-32.7,-8.6,-90
1700,1,AUTO,STRAIGHT(NO_CTRL),276,183,-32,11,-32.7,-8.6,-90
1716,1,AUTO,STRAIGHT(NO_CTRL),275,184,-33,12,-33.8,-9.5,-90
1731,1,AUTO,STRAIGHT(NO_CTRL),275,184,-33,12,-33.8,-9.5,-90
1749,1,AUTO,STRAIGHT(NO_CTRL),275,184,-33,12,-33.8,-9.5,-90
1766,1,AUTO,STRAIGHT(NO_CTRL),275,184,-33,12,-33.8,-9.5,-90
1781,1,AUTO,STRAIGHT(NO_CTRL),274,184,-34,12,-34.8,-9.5,-88
1798,1,AUTO,STRAIGHT(NO_CTRL),274,184,-34,12,-34.8,-9.5,-88
1815,1,AUTO,STRAIGHT(NO_CTRL),274,184,-34,12,-34.8,-9.5,-88
1832,1,AUTO,STRAIGHT(NO_CTRL),274,184,-34,12,-34.8,-9.5,-88
1849,1,AUTO,STRAIGHT(NO_CTRL),272,184,-36,12,-36.8,-9.3,-85.8
1865,1,AUTO,STRAIGHT(NO_CTRL),272,184,-36,12,-36.8,-9.3,-85.8
1882,1,AUTO,STRAIGHT(NO_CTRL),272,184,-36,12,-36.8,-9.3,-85.8
1898,1,AUTO,STRAIGHT(NO_CTRL),272,184,-36,12,-36.8,-9.3,-85.8
1916,1,AUTO,STRAIGHT(NO_CTRL),270,184,-38,12,-38.8,-9.2,-85.8
1932,1,AUTO,STRAIGHT(NO_CTRL),270,184,-38,12,-38.8,-9.2,-85.8
1957,1,AUTO,STRAIGHT(NO_CTRL),270,184,-38,12,-38.8,-9.2,-85.8
1972,1,AUTO,STRAIGHT(NO_CTRL),269,185,-39,13,-39.9,-10.1,-85.9
1987,1,AUTO,STRAIGHT(NO_CTRL),269,185,-39,13,-39.9,-10.1,-85.9
2002,1,AUTO,STRAIGHT(NO_CTRL),269,185,-39,13,-39.9,-10.1,-85.9
2018,1,AUTO,STRAIGHT(NO_CTRL),269,185,-39,13,-39.9,-10.1,-85.9
2032,1,AUTO,STRAIGHT(NO_CTRL),267,185,-41,13,-41.8,-9.9,-85.9
2049,1,AUTO,STRAIGHT(NO_CTRL),267,185,-41,13,-41.8,-9.9,-85.9
2065,1,AUTO,STRAIGHT(NO_CTRL),267,185,-41,13,-41.8,-9.9,-85.9
2082,1,AUTO,STRAIGHT(NO_CTRL),267,185,-41,13,-41.8,-9.9,-85.9
2098,1,AUTO,STRAIGHT(NO_CTRL),267,185,-41,13,-41.8,-9.9,-85.9
2116,1,AUTO,STRAIGHT(NO_CTRL),267,182,-41,10,-41.6,-6.9,-85.2
2131,1,AUTO,STRAIGHT(NO_CTRL),267,182,-41,10,-41.6,-6.9,-85.2
2149,1,AUTO,STRAIGHT(NO_CTRL),267,182,-41,10,-41.6,-6.9,-85.2
2166,1,AUTO,STRAIGHT(NO_CTRL),267,182,-41,10,-41.6,-6.9,-85.2
2182,1,AUTO,STRAIGHT(NO_CTRL),263,185,-45,13,-45.8,-9.6,-83.7
2198,1,AUTO,STRAIGHT(NO_CTRL),263,185,-45,13,-45.8,-9.6,-83.7
2216,1,AUTO,STRAIGHT(NO_CTRL),263,185,-45,13,-45.8,-9.6,-83.7
2233,1,AUTO,STRAIGHT(NO_CTRL),263,185,-45,13,-45.8,-9.6,-83.7
2249,1,AUTO,STRAIGHT(NO_CTRL),262,185,-46,13,-46.8,-9.6,-85.8
2264,1,AUTO,STRAIGHT(NO_CTRL),262,185,-46,13,-46.8,-9.6,-85.8
2283,1,AUTO,STRAIGHT(NO_CTRL),262,185,-46,13,-46.8,-9.6,-85.8
2298,1,AUTO,STRAIGHT(NO_CTRL),262,185,-46,13,-46.8,-9.6,-85.8
2317,1,AUTO,STRAIGHT(NO_CTRL),261,182,-47,10,-47.6,-6.5,-85.2
