Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
15,1,AUTO,STRAIGHT(NO_CTRL),401,280,0,-1,0,1,-90
30,1,AUTO,STRAIGHT(NO_CTRL),401,280,0,-1,0,1,-90
46,1,AUTO,STRAIGHT(NO_CTRL),401,280,0,-1,0,1,-90
61,1,AUTO,STRAIGHT(NO_CTRL),401,280,0,-1,0,1,-90
77,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
92,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
107,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
122,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
138,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
153,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
173,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
188,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
204,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
220,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
239,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
255,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
271,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
287,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
303,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
322,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
338,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
354,1,AUTO,STRAIGHT(NO_CTRL),401,280,0,-1,0,1,-90
372,1,AUTO,STRAIGHT(NO_CTRL),401,280,0,-1,0,1,-90
389,1,AUTO,STRAIGHT(NO_CTRL),401,280,0,-1,0,1,-90
408,1,AUTO,STRAIGHT(NO_CTRL),401,280,0,-1,0,1,-90
433,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
449,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
465,1,AUTO,STRAIGHT(NO_CTRL),401,281,0,0,0,0,-90
480,1,AUTO,STRAIGHT(NO_CTRL),400,281,-1,0,-1,0,-90
495,1,AUTO,STRAIGHT(NO_CTRL),400,281,-1,0,-1,0,-90
511,1,AUTO,STRAIGHT(NO_CTRL),400,281,-1,0,-1,0,-90
527,1,AUTO,STRAIGHT(NO_CTRL),400,281,-1,0,-1,0,-90
542,1,AUTO,STRAIGHT(NO_CTRL),399,282,-2,1,-2,-1,-90
558,1,AUTO,STRAIGHT(NO_CTRL),399,282,-2,1,-2,-1,-90
572,1,AUTO,STRAIGHT(NO_CTRL),399,282,-2,1,-2,-1,-90
587,1,AUTO,STRAIGHT(NO_CTRL),399,282,-2,1,-2,-1,-90
605,1,AUTO,STRAIGHT(NO_CTRL),398,282,-3,1,-3,-1,-90
619,1,AUTO,STRAIGHT(NO_CTRL),398,282,-3,1,-3,-1,-90
637,1,AUTO,STRAIGHT(NO_CTRL),398,282,-3,1,-3,-1,-90
654,1,AUTO,STRAIGHT(NO_CTRL),398,282,-3,1,-3,-1,-90
