Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),305,256,0,0,0,0,-94.4
16,1,AUTO,STRAIGHT(NO_CTRL),305,256,0,0,0,0,-94.4
32,1,AUTO,STRAIGHT(NO_CTRL),305,257,0,1,-0.1,-1,-94.2
50,1,AUTO,STRAIGHT(NO_CTRL),305,257,0,1,-0.1,-1,-94.2
75,1,AUTO,STRAIGHT(NO_CTRL),305,257,0,1,-0.1,-1,-94.2
91,1,AUTO,STRAIGHT(NO_CTRL),305,257,0,1,-0.1,-1,-94.2
107,1,AUTO,STRAIGHT(NO_CTRL),305,257,0,1,-0.1,-1,-94.2
122,1,AUTO,STRAIGHT(NO_CTRL),305,257,0,1,-0.1,-1,-94.2
138,1,AUTO,STRAIGHT(NO_CTRL),305,257,0,1,-0.1,-1,-94.2
154,1,AUTO,STRAIGHT(NO_CTRL),305,257,0,1,-0.1,-1,-94.2
170,1,AUTO,STRAIGHT(NO_CTRL),305,256,0,0,0,0,-94.4
186,1,AUTO,STRAIGHT(NO_CTRL),305,256,0,0,0,0,-94.4
201,1,AUTO,STRAIGHT(NO_CTRL),305,256,0,0,0,0,-94.4
216,1,AUTO,STRAIGHT(NO_CTRL),305,256,0,0,0,0,-94.4
232,1,AUTO,STRAIGHT(NO_CTRL),305,256,0,0,0,0,-94.4
248,1,AUTO,STRAIGHT(NO_CTRL),303,257,-2,1,-2.1,-0.8,-94.4
264,1,AUTO,STRAIGHT(NO_CTRL),303,257,-2,1,-2.1,-0.8,-94.4
280,1,AUTO,STRAIGHT(NO_CTRL),303,257,-2,1,-2.1,-0.8,-94.4
296,1,AUTO,STRAIGHT(NO_CTRL),303,257,-2,1,-2.1,-0.8,-94.4
312,1,AUTO,STRAIGHT(NO_CTRL),302,259,-3,3,-3.2,-2.8,-96.3
327,1,AUTO,STRAIGHT(NO_CTRL),302,259,-3,3,-3.2,-2.8,-96.3
344,1,AUTO,STRAIGHT(NO_CTRL),302,259,-3,3,-3.2,-2.8,-96.3
359,1,AUTO,STRAIGHT(NO_CTRL),302,259,-3,3,-3.2,-2.8,-96.3
377,1,AUTO,STRAIGHT(NO_CTRL),300,260,-5,4,-5.3,-3.6,-96.3
393,1,AUTO,STRAIGHT(NO_CTRL),300,260,-5,4,-5.3,-3.6,-96.3
410,1,AUTO,STRAIGHT(NO_CTRL),300,260,-5,4,-5.3,-3.6,-96.3
427,1,AUTO,STRAIGHT(NO_CTRL),300,260,-5,4,-5.3,-3.6,-96.3
459,1,AUTO,STRAIGHT(NO_CTRL),298,261,-7,5,-7.4,-4.4,-96.6
475,1,AUTO,STRAIGHT(NO_CTRL),298,261,-7,5,-7.4,-4.4,-96.6
492,1,AUTO,STRAIGHT(NO_CTRL),298,261,-7,5,-7.4,-4.4,-96.6
508,1,AUTO,STRAIGHT(NO_CTRL),297,262,-8,6,-8.4,-5.4,-98.7
524,1,AUTO,STRAIGHT(NO_CTRL),297,262,-8,6,-8.4,-5.4,-98.7
547,1,AUTO,STRAIGHT(NO_CTRL),297,262,-8,6,-8.4,-5.4,-98.7
563,1,AUTO,STRAIGHT(NO_CTRL),295,264,-10,8,-10.6,-7.2,-98.4
577,1,AUTO,STRAIGHT(NO_CTRL),295,264,-10,8,-10.6,-7.2,-98.4
594,1,AUTO,STRAIGHT(NO_CTRL),295,264,-10,8,-10.6,-7.2,-98.4
609,1,AUTO,STRAIGHT(NO_CTRL),295,264,-10,8,-10.6,-7.2,-98.4
627,1,AUTO,STRAIGHT(NO_CTRL),295,264,-10,8,-10.6,-7.2,-98.4
643,1,AUTO,STRAIGHT(NO_CTRL),292,265,-13,9,-13.7,-8,-96.3
660,1,AUTO,STRAIGHT(NO_CTRL),292,265,-13,9,-13.7,-8,-96.3
677,1,AUTO,STRAIGHT(NO_CTRL),292,265,-13,9,-13.7,-8,-96.3
694,1,AUTO,STRAIGHT(NO_CTRL),292,265,-13,9,-13.7,-8,-96.3
709,1,AUTO,STRAIGHT(NO_CTRL),291,266,-14,10,-14.7,-8.9,-98.4
726,1,AUTO,STRAIGHT(NO_CTRL),291,266,-14,10,-14.7,-8.9,-98.4
743,1,AUTO,STRAIGHT(NO_CTRL),291,266,-14,10,-14.7,-8.9,-98.4
761,1,AUTO,STRAIGHT(NO_CTRL),291,266,-14,10,-14.7,-8.9,-98.4
776,1,AUTO,STRAIGHT(NO_CTRL),289,267,-16,11,-16.8,-9.7,-98.4
793,1,AUTO,STRAIGHT(NO_CTRL),289,267,-16,11,-16.8,-9.7,-98.4
810,1,AUTO,STRAIGHT(NO_CTRL),289,267,-16,11,-16.8,-9.7,-98.4
827,1,AUTO,STRAIGHT(NO_CTRL),289,267,-16,11,-16.8,-9.7,-98.4
844,1,AUTO,STRAIGHT(NO_CTRL),288,268,-17,12,-17.9,-10.7,-100.5
859,1,AUTO,STRAIGHT(NO_CTRL),288,268,-17,12,-17.9,-10.7,-100.5
877,1,AUTO,STRAIGHT(NO_CTRL),288,268,-17,12,-17.9,-10.7,-100.5
