Time(ms),Mode,TargetInput,ActualCommand,BackX,BackY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),313,209,0,0,0,0,-88.2
21,1,AUTO,STRAIGHT(NO_CTRL),313,209,0,0,0,0,-88.2
41,1,AUTO,STRAIGHT(NO_CTRL),313,210,0,1,0,-1,-88.3
58,1,AUTO,STRAIGHT(NO_CTRL),313,210,0,1,0,-1,-88.3
78,1,AUTO,STRAIGHT(NO_CTRL),313,209,0,0,0,0,-88.3
96,1,AUTO,STRAIGHT(NO_CTRL),313,209,0,0,0,0,-88.3
114,1,AUTO,STRAIGHT(NO_CTRL),313,209,0,0,0,0,-88.3
133,1,AUTO,STRAIGHT(NO_CTRL),313,209,0,0,0,0,-88.3
151,1,AUTO,STRAIGHT(NO_CTRL),313,209,0,0,0,0,-88.3
171,1,AUTO,STRAIGHT(NO_CTRL),313,210,0,1,0,-1,-88.3
191,1,AUTO,STRAIGHT(NO_CTRL),313,209,0,0,0,0,-90
207,1,AUTO,STRAIGHT(NO_CTRL),313,209,0,0,0,0,-90
223,1,AUTO,STRAIGHT(NO_CTRL),313,209,0,0,0,0,-90
240,1,AUTO,STRAIGHT(NO_CTRL),312,209,-1,0,-1,0,-88.3
261,1,AUTO,STRAIGHT(NO_CTRL),312,209,-1,0,-1,0,-88.3
281,1,AUTO,STRAIGHT(NO_CTRL),312,209,-1,0,-1,0,-88.3
299,1,AUTO,STRAIGHT(NO_CTRL),312,209,-1,0,-1,0,-88.3
318,1,AUTO,STRAIGHT(NO_CTRL),311,209,-2,0,-2,-0.1,-88.3
336,1,AUTO,STRAIGHT(NO_CTRL),311,210,-2,1,-2,-1.1,-88.3
355,1,AUTO,STRAIGHT(NO_CTRL),311,210,-2,1,-2,-1.1,-88.3
374,1,AUTO,STRAIGHT(NO_CTRL),310,209,-3,0,-3,-0.1,-88.3
391,1,AUTO,STRAIGHT(NO_CTRL),310,209,-3,0,-3,-0.1,-88.3
408,1,AUTO,STRAIGHT(NO_CTRL),310,210,-3,1,-3,-1.1,-88.3
427,1,AUTO,STRAIGHT(NO_CTRL),310,210,-3,1,-3,-1.1,-88.3
450,1,AUTO,STRAIGHT(NO_CTRL),309,210,-4,1,-4,-1.1,-86.6
468,1,AUTO,STRAIGHT(NO_CTRL),309,210,-4,1,-4,-1.1,-88.3
497,1,AUTO,STRAIGHT(NO_CTRL),309,210,-4,1,-4,-1.1,-88.3
515,1,AUTO,STRAIGHT(NO_CTRL),309,210,-4,1,-4,-1.1,-88.3
534,1,AUTO,STRAIGHT(NO_CTRL),308,210,-5,1,-5,-1.2,-86.6
553,1,AUTO,STRAIGHT(NO_CTRL),308,210,-5,1,-5,-1.2,-86.6
572,1,AUTO,STRAIGHT(NO_CTRL),308,210,-5,1,-5,-1.2,-88.3
591,1,AUTO,STRAIGHT(NO_CTRL),308,210,-5,1,-5,-1.2,-88.3
607,1,AUTO,STRAIGHT(NO_CTRL),308,210,-5,1,-5,-1.2,-88.3
624,1,AUTO,STRAIGHT(NO_CTRL),308,210,-5,1,-5,-1.2,-88.3
641,1,AUTO,STRAIGHT(NO_CTRL),307,209,-6,0,-6,-0.2,-86.5
659,1,AUTO,STRAIGHT(NO_CTRL),307,209,-6,0,-6,-0.2,-86.5
676,1,AUTO,STRAIGHT(NO_CTRL),306,210,-7,1,-7,-1.2,-86.6
693,1,AUTO,STRAIGHT(NO_CTRL),306,210,-7,1,-7,-1.2,-86.6
713,1,AUTO,STRAIGHT(NO_CTRL),306,210,-7,1,-7,-1.2,-88.3
730,1,AUTO,STRAIGHT(NO_CTRL),306,210,-7,1,-7,-1.2,-88.3
749,1,AUTO,STRAIGHT(NO_CTRL),306,210,-7,1,-7,-1.2,-88.3
767,1,AUTO,STRAIGHT(NO_CTRL),305,210,-8,1,-8,-1.2,-86.5
783,1,AUTO,STRAIGHT(NO_CTRL),305,210,-8,1,-8,-1.2,-86.5
800,1,AUTO,STRAIGHT(NO_CTRL),305,209,-8,0,-8,-0.2,-86.5
817,1,AUTO,STRAIGHT(NO_CTRL),305,209,-8,0,-8,-0.2,-86.5
834,1,AUTO,STRAIGHT(NO_CTRL),304,210,-9,1,-9,-1.3,-86.5
851,1,AUTO,STRAIGHT(NO_CTRL),304,210,-9,1,-9,-1.3,-86.5
869,1,AUTO,STRAIGHT(NO_CTRL),304,209,-9,0,-9,-0.3,-86.4
887,1,AUTO,STRAIGHT(NO_CTRL),304,209,-9,0,-9,-0.3,-86.4
906,1,AUTO,STRAIGHT(NO_CTRL),304,210,-9,1,-9,-1.3,-86.5
922,1,AUTO,STRAIGHT(NO_CTRL),304,210,-9,1,-9,-1.3,-86.5
943,1,AUTO,STRAIGHT(NO_CTRL),303,209,-10,0,-10,-0.3,-86.4
961,1,AUTO,STRAIGHT(NO_CTRL),303,210,-10,1,-10,-1.3,-86.5
978,1,AUTO,STRAIGHT(NO_CTRL),303,210,-10,1,-10,-1.3,-86.5
999,1,AUTO,STRAIGHT(NO_CTRL),303,209,-10,0,-10,-0.3,-86.5
