Time(ms),Mode,TargetInput,ActualCommand,BackX,BackY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
17,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
35,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
57,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
76,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
93,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
110,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
128,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
144,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
160,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
178,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
196,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
213,1,AUTO,STRAIGHT(NO_CTRL),438,188,0,0,0,0,-86.5
230,1,AUTO,STRAIGHT(NO_CTRL),438,189,0,1,0.1,-1,-86.6
247,1,AUTO,STRAIGHT(NO_CTRL),438,189,0,1,0.1,-1,-86.6
264,1,AUTO,STRAIGHT(NO_CTRL),439,189,1,1,1.1,-0.9,-88.3
282,1,AUTO,STRAIGHT(NO_CTRL),439,189,1,1,1.1,-0.9,-88.3
299,1,AUTO,STRAIGHT(NO_CTRL),439,190,1,2,1.1,-1.9,-86.6
316,1,AUTO,STRAIGHT(NO_CTRL),439,190,1,2,1.1,-1.9,-86.5
333,1,AUTO,STRAIGHT(NO_CTRL),439,190,1,2,1.1,-1.9,-86.5
350,1,AUTO,STRAIGHT(NO_CTRL),440,191,2,3,2.2,-2.9,-88.3
371,1,AUTO,STRAIGHT(NO_CTRL),440,191,2,3,2.2,-2.9,-88.3
388,1,AUTO,STRAIGHT(NO_CTRL),440,191,2,3,2.2,-2.9,-88.3
406,1,AUTO,STRAIGHT(NO_CTRL),440,191,2,3,2.2,-2.9,-86.5
422,1,AUTO,STRAIGHT(NO_CTRL),440,191,2,3,2.2,-2.9,-86.5
440,1,AUTO,STRAIGHT(NO_CTRL),440,192,2,4,2.2,-3.9,-86.5
456,1,AUTO,STRAIGHT(NO_CTRL),440,192,2,4,2.2,-3.9,-86.5
486,1,AUTO,STRAIGHT(NO_CTRL),440,192,2,4,2.2,-3.9,-86.5
504,1,AUTO,STRAIGHT(NO_CTRL),441,192,3,4,3.2,-3.8,-86.5
521,1,AUTO,STRAIGHT(NO_CTRL),441,192,3,4,3.2,-3.8,-86.5
538,1,AUTO,STRAIGHT(NO_CTRL),441,193,3,5,3.3,-4.8,-86.5
560,1,AUTO,STRAIGHT(NO_CTRL),442,193,4,5,4.3,-4.7,-88.3
577,1,AUTO,STRAIGHT(NO_CTRL),442,193,4,5,4.3,-4.7,-88.3
594,1,AUTO,STRAIGHT(NO_CTRL),442,194,4,6,4.4,-5.7,-88.3
616,1,AUTO,STRAIGHT(NO_CTRL),442,194,4,6,4.4,-5.7,-88.3
636,1,AUTO,STRAIGHT(NO_CTRL),442,194,4,6,4.4,-5.7,-88.3
653,1,AUTO,STRAIGHT(NO_CTRL),442,194,4,6,4.4,-5.7,-86.5
670,1,AUTO,STRAIGHT(NO_CTRL),442,194,4,6,4.4,-5.7,-86.5
687,1,AUTO,STRAIGHT(NO_CTRL),443,195,5,7,5.4,-6.7,-88.3
706,1,AUTO,STRAIGHT(NO_CTRL),443,195,5,7,5.4,-6.7,-88.3
725,1,AUTO,STRAIGHT(NO_CTRL),443,195,5,7,5.4,-6.7,-88.3
743,1,AUTO,STRAIGHT(NO_CTRL),443,195,5,7,5.4,-6.7,-88.3
760,1,AUTO,STRAIGHT(NO_CTRL),443,195,5,7,5.4,-6.7,-88.3
779,1,AUTO,STRAIGHT(NO_CTRL),443,196,5,8,5.5,-7.7,-86.5
