Time(ms),Mode,TargetInput,ActualCommand,RawX,RawY,RelX,RelY
27,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
57,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
78,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
98,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
116,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
135,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
164,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
182,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
200,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
219,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
236,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
256,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
275,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
292,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
312,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
331,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
350,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
368,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
386,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
405,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
428,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
451,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
470,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
489,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
506,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
528,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
550,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
567,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
589,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
613,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
630,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
647,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
665,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
685,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
703,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
726,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
745,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
764,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
782,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
803,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
824,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
845,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
866,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
892,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
913,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
932,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
954,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
974,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
995,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1016,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1036,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1059,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1080,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1099,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1118,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1140,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1163,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1186,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1204,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1222,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1239,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1258,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1276,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1301,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1321,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1343,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1362,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1381,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1401,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1423,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1445,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1464,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1484,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1503,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1525,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1546,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1564,1,UP,STRAIGHT(NO_CTRL),139,171,0,0
1582,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1601,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1619,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1636,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1653,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1671,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1690,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1712,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1734,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1757,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1774,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1794,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1817,1,UP,STRAIGHT(NO_CTRL),139,170,0,-1
1838,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
1859,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
1884,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
1901,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
1921,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
1942,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
1965,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
1983,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
2004,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
2023,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
2042,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
2060,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
2078,1,UP,STRAIGHT(NO_CTRL),139,169,0,-2
2095,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2113,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2130,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2152,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2168,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2186,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2204,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2222,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2244,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2270,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2293,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2318,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2344,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2364,1,UP,STRAIGHT(NO_CTRL),139,168,0,-3
2388,1,UP,STRAIGHT(NO_CTRL),139,167,0,-4
2409,1,UP,STRAIGHT(NO_CTRL),139,167,0,-4
2429,1,UP,STRAIGHT(NO_CTRL),139,167,0,-4
2446,1,UP,STRAIGHT(NO_CTRL),139,167,0,-4
2467,1,UP,STRAIGHT(NO_CTRL),139,167,0,-4
2487,1,UP,STRAIGHT(NO_CTRL),139,167,0,-4
2527,1,UP,STRAIGHT(NO_CTRL),139,167,0,-4
2556,1,UP,STRAIGHT(NO_CTRL),139,167,0,-4
2594,1,UP,STRAIGHT(NO_CTRL),139,166,0,-5
2626,1,UP,STRAIGHT(NO_CTRL),139,166,0,-5
2656,1,UP,STRAIGHT(NO_CTRL),139,166,0,-5
2689,1,UP,STRAIGHT(NO_CTRL),139,166,0,-5
2724,1,UP,STRAIGHT(NO_CTRL),139,166,0,-5
2761,1,UP,STRAIGHT(NO_CTRL),139,166,0,-5
2792,1,UP,STRAIGHT(NO_CTRL),139,166,0,-5
2828,1,UP,STRAIGHT(NO_CTRL),139,166,0,-5
2856,1,UP,STRAIGHT(NO_CTRL),139,165,0,-6
2892,1,UP,STRAIGHT(NO_CTRL),139,165,0,-6
2938,1,UP,STRAIGHT(NO_CTRL),139,165,0,-6
2989,1,UP,STRAIGHT(NO_CTRL),139,165,0,-6
3041,1,UP,STRAIGHT(NO_CTRL),139,165,0,-6
