Time(ms),Mode,TargetInput,ActualCommand,RawX,RawY,RelX,RelY
17,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
39,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
58,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
75,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
94,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
111,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
131,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
155,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
184,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
210,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
231,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
250,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
271,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
291,1,AUTO,STRAIGHT(NO_CTRL),258,267,0,0
315,1,AUTO,STRAIGHT(NO_CTRL),258,268,0,1
336,1,AUTO,STRAIGHT(NO_CTRL),258,268,0,1
354,1,AUTO,STRAIGHT(NO_CTRL),258,268,0,1
373,1,AUTO,STRAIGHT(NO_CTRL),258,268,0,1
392,1,AUTO,STRAIGHT(NO_CTRL),257,270,-1,3
411,1,AUTO,STRAIGHT(NO_CTRL),257,270,-1,3
429,1,AUTO,STRAIGHT(NO_CTRL),257,270,-1,3
447,1,AUTO,STRAIGHT(NO_CTRL),256,270,-2,3
464,1,AUTO,STRAIGHT(NO_CTRL),256,270,-2,3
482,1,AUTO,STRAIGHT(NO_CTRL),256,270,-2,3
499,1,AUTO,STRAIGHT(NO_CTRL),256,270,-2,3
517,1,AUTO,STRAIGHT(NO_CTRL),256,271,-2,4
537,1,AUTO,STRAIGHT(NO_CTRL),256,271,-2,4
556,1,AUTO,STRAIGHT(NO_CTRL),256,271,-2,4
576,1,AUTO,STRAIGHT(NO_CTRL),255,272,-3,5
594,1,AUTO,STRAIGHT(NO_CTRL),255,272,-3,5
611,1,AUTO,STRAIGHT(NO_CTRL),255,272,-3,5
632,1,AUTO,STRAIGHT(NO_CTRL),255,272,-3,5
650,1,AUTO,STRAIGHT(NO_CTRL),255,273,-3,6
674,1,AUTO,STRAIGHT(NO_CTRL),255,273,-3,6
695,1,AUTO,STRAIGHT(NO_CTRL),255,273,-3,6
729,1,AUTO,STRAIGHT(NO_CTRL),255,274,-3,7
749,1,AUTO,STRAIGHT(NO_CTRL),255,274,-3,7
767,1,AUTO,STRAIGHT(NO_CTRL),255,274,-3,7
788,1,AUTO,STRAIGHT(NO_CTRL),255,275,-3,8
808,1,AUTO,STRAIGHT(NO_CTRL),255,275,-3,8
825,1,AUTO,STRAIGHT(NO_CTRL),255,275,-3,8
852,1,AUTO,STRAIGHT(NO_CTRL),255,275,-3,8
876,1,AUTO,STRAIGHT(NO_CTRL),255,275,-3,8
