Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.8
15,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.8
30,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.8
44,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.8
59,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.8
76,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.8
91,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.8
108,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.8
125,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.8
142,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.8
158,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.9
175,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.9
191,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.9
208,1,AUTO,STRAIGHT(NO_CTRL),404,173,0,0,0,0,-85.9
225,1,AUTO,STRAIGHT(NO_CTRL),404,172,0,-1,-0.1,1,-85.8
241,1,AUTO,STRAIGHT(NO_CTRL),404,172,0,-1,-0.1,1,-85.8
259,1,AUTO,STRAIGHT(NO_CTRL),404,172,0,-1,-0.1,1,-85.8
275,1,AUTO,STRAIGHT(NO_CTRL),403,171,-1,-2,-1.1,1.9,-85.9
292,1,AUTO,STRAIGHT(NO_CTRL),403,171,-1,-2,-1.1,1.9,-85.9
307,1,AUTO,STRAIGHT(NO_CTRL),403,171,-1,-2,-1.1,1.9,-85.9
326,1,AUTO,STRAIGHT(NO_CTRL),403,171,-1,-2,-1.1,1.9,-85.9
341,1,AUTO,STRAIGHT(NO_CTRL),402,169,-2,-4,-2.3,3.8,-85.9
359,1,AUTO,STRAIGHT(NO_CTRL),402,169,-2,-4,-2.3,3.8,-85.9
377,1,AUTO,STRAIGHT(NO_CTRL),402,169,-2,-4,-2.3,3.8,-85.9
402,1,AUTO,STRAIGHT(NO_CTRL),401,167,-3,-6,-3.4,5.8,-85.9
