Time(ms),Mode,TargetInput,ActualCommand,BlueX,BlueY,RelX,RelY,LocalX,LocalY,Angle(deg)
0,1,AUTO,STRAIGHT(NO_CTRL),354,291,0,0,0,0,-90
24,1,AUTO,STRAIGHT(NO_CTRL),354,291,0,0,0,0,-90
40,1,AUTO,STRAIGHT(NO_CTRL),353,291,-1,0,-1,0,-87.9
56,1,AUTO,STRAIGHT(NO_CTRL),353,291,-1,0,-1,0,-87.9
71,1,AUTO,STRAIGHT(NO_CTRL),353,291,-1,0,-1,0,-87.9
85,1,AUTO,STRAIGHT(NO_CTRL),353,291,-1,0,-1,0,-87.9
100,1,AUTO,STRAIGHT(NO_CTRL),354,291,0,0,0,0,-90
114,1,AUTO,STRAIGHT(NO_CTRL),354,291,0,0,0,0,-90
133,1,AUTO,STRAIGHT(NO_CTRL),354,291,0,0,0,0,-90
150,1,AUTO,STRAIGHT(NO_CTRL),354,291,0,0,0,0,-90
165,1,AUTO,STRAIGHT(NO_CTRL),354,290,0,-1,0,1,-90
182,1,AUTO,STRAIGHT(NO_CTRL),354,290,0,-1,0,1,-90
199,1,AUTO,STRAIGHT(NO_CTRL),354,290,0,-1,0,1,-90
216,1,AUTO,STRAIGHT(NO_CTRL),354,290,0,-1,0,1,-90
232,1,AUTO,STRAIGHT(NO_CTRL),353,290,-1,-1,-1,1,-87.9
248,1,AUTO,STRAIGHT(NO_CTRL),353,290,-1,-1,-1,1,-87.9
266,1,AUTO,STRAIGHT(NO_CTRL),353,290,-1,-1,-1,1,-87.9
281,1,AUTO,STRAIGHT(NO_CTRL),353,290,-1,-1,-1,1,-87.9
299,1,AUTO,STRAIGHT(NO_CTRL),352,289,-2,-2,-2,2,-87.8
316,1,AUTO,STRAIGHT(NO_CTRL),352,289,-2,-2,-2,2,-87.8
332,1,AUTO,STRAIGHT(NO_CTRL),352,289,-2,-2,-2,2,-87.8
348,1,AUTO,STRAIGHT(NO_CTRL),352,289,-2,-2,-2,2,-87.8
365,1,AUTO,STRAIGHT(NO_CTRL),350,289,-4,-2,-4,2,-85.8
382,1,AUTO,STRAIGHT(NO_CTRL),350,289,-4,-2,-4,2,-85.8
399,1,AUTO,STRAIGHT(NO_CTRL),350,289,-4,-2,-4,2,-85.8
415,1,AUTO,STRAIGHT(NO_CTRL),350,289,-4,-2,-4,2,-85.8
432,1,AUTO,STRAIGHT(NO_CTRL),350,289,-4,-2,-4,2,-90
449,1,AUTO,STRAIGHT(NO_CTRL),350,289,-4,-2,-4,2,-90
465,1,AUTO,STRAIGHT(NO_CTRL),350,289,-4,-2,-4,2,-90
488,1,AUTO,STRAIGHT(NO_CTRL),350,289,-4,-2,-4,2,-90
506,1,AUTO,STRAIGHT(NO_CTRL),348,288,-6,-3,-6,3,-87.9
520,1,AUTO,STRAIGHT(NO_CTRL),348,288,-6,-3,-6,3,-87.9
535,1,AUTO,STRAIGHT(NO_CTRL),348,288,-6,-3,-6,3,-87.9
550,1,AUTO,STRAIGHT(NO_CTRL),348,288,-6,-3,-6,3,-87.9
566,1,AUTO,STRAIGHT(NO_CTRL),347,287,-7,-4,-7,4,-87.8
583,1,AUTO,STRAIGHT(NO_CTRL),347,287,-7,-4,-7,4,-87.8
598,1,AUTO,STRAIGHT(NO_CTRL),347,287,-7,-4,-7,4,-87.8
616,1,AUTO,STRAIGHT(NO_CTRL),347,287,-7,-4,-7,4,-87.8
631,1,AUTO,STRAIGHT(NO_CTRL),346,287,-8,-4,-8,4,-90
649,1,AUTO,STRAIGHT(NO_CTRL),346,287,-8,-4,-8,4,-90
665,1,AUTO,STRAIGHT(NO_CTRL),346,287,-8,-4,-8,4,-90
682,1,AUTO,STRAIGHT(NO_CTRL),346,287,-8,-4,-8,4,-90
698,1,AUTO,STRAIGHT(NO_CTRL),344,286,-10,-5,-10,5,-87.8
716,1,AUTO,STRAIGHT(NO_CTRL),344,286,-10,-5,-10,5,-87.8
731,1,AUTO,STRAIGHT(NO_CTRL),344,286,-10,-5,-10,5,-87.8
749,1,AUTO,STRAIGHT(NO_CTRL),344,286,-10,-5,-10,5,-87.8
766,1,AUTO,STRAIGHT(NO_CTRL),343,286,-11,-5,-11,5,-87.9
781,1,AUTO,STRAIGHT(NO_CTRL),343,286,-11,-5,-11,5,-87.9
799,1,AUTO,STRAIGHT(NO_CTRL),343,286,-11,-5,-11,5,-87.9
816,1,AUTO,STRAIGHT(NO_CTRL),343,286,-11,-5,-11,5,-87.9
831,1,AUTO,STRAIGHT(NO_CTRL),342,286,-12,-5,-12,5,-90
849,1,AUTO,STRAIGHT(NO_CTRL),342,286,-12,-5,-12,5,-90
865,1,AUTO,STRAIGHT(NO_CTRL),342,286,-12,-5,-12,5,-90
883,1,AUTO,STRAIGHT(NO_CTRL),342,286,-12,-5,-12,5,-90
898,1,AUTO,STRAIGHT(NO_CTRL),340,285,-14,-6,-14,6,-87.9
915,1,AUTO,STRAIGHT(NO_CTRL),340,285,-14,-6,-14,6,-87.9
932,1,AUTO,STRAIGHT(NO_CTRL),340,285,-14,-6,-14,6,-87.9
950,1,AUTO,STRAIGHT(NO_CTRL),340,285,-14,-6,-14,6,-87.9
966,1,AUTO,STRAIGHT(NO_CTRL),340,285,-14,-6,-14,6,-90
989,1,AUTO,STRAIGHT(NO_CTRL),340,285,-14,-6,-14,6,-90
1003,1,AUTO,STRAIGHT(NO_CTRL),340,285,-14,-6,-14,6,-90
1018,1,AUTO,STRAIGHT(NO_CTRL),340,285,-14,-6,-14,6,-90
1033,1,AUTO,STRAIGHT(NO_CTRL),338,284,-16,-7,-16,7,-87.9
1047,1,AUTO,STRAIGHT(NO_CTRL),338,284,-16,-7,-16,7,-87.9
1065,1,AUTO,STRAIGHT(NO_CTRL),338,284,-16,-7,-16,7,-87.9
1082,1,AUTO,STRAIGHT(NO_CTRL),338,284,-16,-7,-16,7,-87.9
1099,1,AUTO,STRAIGHT(NO_CTRL),337,283,-17,-8,-17,8,-87.9
1115,1,AUTO,STRAIGHT(NO_CTRL),337,283,-17,-8,-17,8,-87.9
1132,1,AUTO,STRAIGHT(NO_CTRL),337,283,-17,-8,-17,8,-87.9
1149,1,AUTO,STRAIGHT(NO_CTRL),337,283,-17,-8,-17,8,-87.9
1165,1,AUTO,STRAIGHT(NO_CTRL),336,282,-18,-9,-18,9,-87.8
1182,1,AUTO,STRAIGHT(NO_CTRL),336,282,-18,-9,-18,9,-87.8
1199,1,AUTO,STRAIGHT(NO_CTRL),336,282,-18,-9,-18,9,-87.8
1216,1,AUTO,STRAIGHT(NO_CTRL),336,282,-18,-9,-18,9,-87.8
1232,1,AUTO,STRAIGHT(NO_CTRL),334,282,-20,-9,-20,9,-85.6
1249,1,AUTO,STRAIGHT(NO_CTRL),334,282,-20,-9,-20,9,-85.6
1265,1,AUTO,STRAIGHT(NO_CTRL),334,282,-20,-9,-20,9,-85.6
1281,1,AUTO,STRAIGHT(NO_CTRL),334,282,-20,-9,-20,9,-85.6
1298,1,AUTO,STRAIGHT(NO_CTRL),332,282,-22,-9,-22,9,-85.8
1315,1,AUTO,STRAIGHT(NO_CTRL),332,282,-22,-9,-22,9,-85.8
1332,1,AUTO,STRAIGHT(NO_CTRL),332,282,-22,-9,-22,9,-85.8
1348,1,AUTO,STRAIGHT(NO_CTRL),332,282,-22,-9,-22,9,-85.8
1366,1,AUTO,STRAIGHT(NO_CTRL),331,281,-23,-10,-23,10,-85.6
1382,1,AUTO,STRAIGHT(NO_CTRL),331,281,-23,-10,-23,10,-85.6
1399,1,AUTO,STRAIGHT(NO_CTRL),331,281,-23,-10,-23,10,-85.6
1417,1,AUTO,STRAIGHT(NO_CTRL),331,281,-23,-10,-23,10,-85.6
1435,1,AUTO,STRAIGHT(NO_CTRL),329,281,-25,-10,-25,10,-85.6
1450,1,AUTO,STRAIGHT(NO_CTRL),329,281,-25,-10,-25,10,-85.6
